FID,osm_id,code,fclass,name,lon,lat
30844,4311286689,2517,shoe_shop,SKETCHERS Retail,-117.9319634,34.071016
30845,4311293690,2505,department_store,Office Max,-117.9773043,34.0690871
30846,4311293691,2302,fast_food,Wendy's,-117.9801115,34.0695793
30847,4311293692,2301,restaurant,IHOP,-117.9797808,34.0699403
30848,4311296089,2301,restaurant,Genghis Khan Mongolian BBQ,-117.9327792,34.0710513
30849,4311296189,2301,restaurant,Tacos Mexico,-117.9327482,34.0707079
30850,4311296690,2525,mobile_phone_shop,Sprint,-117.9335439,34.0706137
30851,4311298189,2501,supermarket,La Amapola Market,-117.934355,34.0705005
30852,4311299289,2525,mobile_phone_shop,ATT,-117.9327751,34.0709609
30853,4311306391,2302,fast_food,Taco Bell,-117.9796718,34.0692774
30854,4311323189,2543,doityourself,Sears Outlet,-117.9417717,34.0700591
30855,4311325889,2501,supermarket,Food 4 Less,-117.9790983,34.068815
30856,4311327389,2302,fast_food,Jack in the Box,-117.9778541,34.0710008
30857,4311327390,2302,fast_food,McDonald's,-117.9788472,34.0699876
30858,4311327391,2303,cafe,Starbucks,-117.9791316,34.0704021
30859,4311361901,2521,gift_shop, ,-118.3073827,34.1544449
30860,4311466231,2301,restaurant, ,-117.7073985,34.0646915
30861,4311466264,2903,drinking_water, ,-117.8201255,34.0540624
30862,4311466276,2590,vending_machine, ,-117.8185802,34.0540678
30863,4311466326,2590,vending_machine, ,-117.8246799,34.0580037
30864,4311466350,2904,fountain, ,-117.8150992,34.0589535
30865,4311466472,2301,restaurant, ,-117.7100978,34.0635264
30866,4311969589,2902,bench, ,-120.853298,35.364749
30867,4312089719,2902,bench, ,-118.2441785,34.0512459
30868,4312089720,2902,bench, ,-118.24415,34.0512773
30869,4312339507,2301,restaurant,Mifune,-118.3099901,33.833497
30870,4312401008,2302,fast_food,McDonald's,-117.6594539,33.5007283
30871,4312892889,2302,fast_food,Del Taco,-118.2678586,34.2419314
30872,4312972393,2301,restaurant,IHOP,-118.274977,34.2456182
30873,4312972394,2302,fast_food,Subway,-118.2748383,34.2455316
30874,4313005940,2301,restaurant,Karlo n' Koke,-118.6062875,34.1895898
30875,4313757843,2205,playground, ,-117.8210306,33.7207961
30876,4313757844,2205,playground, ,-117.819706,33.7218286
30877,4313757857,2205,playground, ,-117.8196105,33.7225938
30878,4313757866,2205,playground, ,-117.8179179,33.7239049
30879,4313890988,2301,restaurant,Hangout Too Southern Bar & Grill,-118.0410776,33.723769
30880,4314302758,2529,beauty_shop,Top Nail Spa,-118.4069351,34.0690391
30881,4315007914,2902,bench, ,-117.8204507,34.0579181
30882,4315274297,2902,bench, ,-117.822031,34.0576307
30883,4315317829,2301,restaurant,Currywurst,-118.6144141,34.201882
30884,4315318106,2301,restaurant, ,-118.6138427,34.2004669
30885,4315318107,2301,restaurant,Poppers Frozen Popcorn,-118.6143738,34.2002407
30886,4315318108,2301,restaurant,Nicos,-118.6144114,34.2007953
30887,4315650952,2301,restaurant,Ph? Gà Yummy,-117.9629039,33.7445827
30888,4315993317,2302,fast_food,Pizzaroni,-117.9666702,34.0855468
30889,4316394333,2205,playground,Charles Lewis III Memorial Park,-117.0937095,32.7341809
30890,4316473989,2129,veterinary,Tustin Santa Ana vet hospital,-117.8324346,33.7459521
30891,4317376271,2302,fast_food,McDonald's,-118.4590226,34.0247479
30892,4317376272,2301,restaurant,The brixton,-118.4599493,34.0248046
30893,4317376273,2301,restaurant,Valentino,-118.4570981,34.0262418
30894,4317753989,2723,monument,Tunnel,-117.1196732,32.7164007
30895,4317785190,2305,bar,Spring St Bar,-118.2514598,34.0451875
30896,4317785191,2305,bar,The Falls,-118.2514183,34.0452421
30897,4317826846,2725,artwork, ,-117.8193394,34.054927
30898,4317826981,2904,fountain, ,-117.8182937,34.0548771
30899,4318961849,2301,restaurant,HomeState,-118.290061,34.0999173
30900,4319735248,2302,fast_food,WaBa Grill,-117.6799855,33.6169659
30901,4319740535,2421,shelter, ,-117.6123823,33.4115697
30902,4319740536,2421,shelter, ,-117.6166906,33.4155993
30903,4319740537,2421,shelter, ,-117.6168153,33.4157302
30904,4319740538,2421,shelter, ,-117.6188833,33.4181912
30905,4319740539,2421,shelter, ,-117.6190295,33.4183814
30906,4319740540,2421,shelter, ,-117.619177,33.4185494
30907,4319740541,2421,shelter, ,-117.6195351,33.4189937
30908,4320332303,2902,bench, ,-117.8229267,34.0580678
30909,4320332312,2902,bench, ,-117.8228142,34.0580683
30910,4320332314,2902,bench, ,-117.8227677,34.0578453
30911,4320332364,2902,bench, ,-117.8229474,34.0580356
30912,4320332373,2902,bench, ,-117.8228033,34.0580518
30913,4320332375,2902,bench, ,-117.8227627,34.0578221
30914,4320332395,2902,bench, ,-117.8228272,34.0577711
30915,4320332425,2902,bench, ,-117.8229334,34.0580063
30916,4320366492,2902,bench, ,-117.6129969,33.4280679
30917,4320443462,2401,hotel,Hotel Royal,-118.1866052,33.7693575
30918,4320726872,2253,swimming_pool, ,-118.6041096,34.1788149
30919,4321711118,2903,drinking_water, ,-118.5932276,34.2666033
30920,4322001290,2742,viewpoint,Carlito Hernandez,-117.9671094,34.1021516
30921,4322240591,2906,waste_basket, ,-117.8250968,34.058238
30922,4322676720,2906,waste_basket, ,-117.8250714,34.0581749
30923,4322676747,2906,waste_basket, ,-117.8251457,34.0581413
30924,4322780837,2529,beauty_shop,ProfessioNail & Spa,-117.6529587,33.6714133
30925,4323409290,2302,fast_food,Tortas el Chavo,-115.4908221,32.6629103
30926,4324696868,2529,beauty_shop,8158 Human Hair Company,-117.5523684,34.0731354
30927,4325137475,2544,furniture_shop,Sofa Interiors,-118.2733159,34.150348
30928,4325259890,2301,restaurant,Denny's,-118.2614835,34.0473363
30929,4325513243,2301,restaurant,Sidecar,-120.6641721,35.2784155
30930,4326411806,2601,bank,Chase,-117.5909363,33.6390879
30931,4326413864,2301,restaurant,Round Table Pizza,-117.5946663,33.6403776
30932,4326413865,2302,fast_food,Chipotle,-117.5940565,33.6390999
30933,4326413866,2302,fast_food,Daphne's,-117.5941296,33.6392319
30934,4326425211,2101,pharmacy,Pavilions Pharmacy,-117.591792,33.6371139
30935,4326425212,2601,bank,US Bank,-117.5911616,33.6368709
30936,4326425213,2525,mobile_phone_shop,AT&T,-117.5911826,33.6370711
30937,4326425214,2561,hairdresser,Fantastic Sams,-117.5910705,33.6370323
30938,4326425216,2302,fast_food,Baskin-Robbins,-117.5909421,33.6368631
30939,4326425218,2129,veterinary, ,-117.5911709,33.6365015
30940,4326425219,2568,laundry,Coto Cleaners,-117.5912176,33.6364432
30941,4326425220,2303,cafe,Starbucks 74557,-117.5914277,33.6370342
30942,4326566505,2501,supermarket,Right Choice Caribbean Market,-118.3352789,34.0072288
30943,4327123046,2501,supermarket,Ralphs,-118.0077304,33.6854856
30944,4327169699,2518,beverages,ABC Liquor,-117.2413916,32.748628
30945,4327169891,2561,hairdresser,Sunset Clipps,-117.2469183,32.7457734
30946,4327412589,2005,post_office,US Post Office,-117.7820343,33.5442638
30947,4327541920,2542,bicycle_shop,Performance Bicycle,-117.0097452,32.7701726
30948,4327541922,2542,bicycle_shop,North of the Border Bike Shop,-117.2146488,32.905002
30949,4327550062,2542,bicycle_shop,Trek Bicycle Superstore,-117.015038,32.779315
30950,4327581032,2030,recycling, ,-117.8228271,34.0581701
30951,4327581053,2906,waste_basket, ,-117.8228271,34.0581643
30952,4328476318,2902,bench, ,-117.7144878,33.4605725
30953,4328476318,2742,viewpoint, ,-117.7144878,33.4605725
30954,4328476323,2902,bench, ,-117.7123555,33.4607778
30955,4328476323,2742,viewpoint, ,-117.7123555,33.4607778
30956,4328476345,2901,toilet, ,-117.7112962,33.4614009
30957,4328476370,2902,bench, ,-117.7147755,33.4621836
30958,4328476370,2742,viewpoint, ,-117.7147755,33.4621836
30959,4328476373,2902,bench, ,-117.714066,33.4623279
30960,4328476379,2906,waste_basket, ,-117.6956303,33.4625125
30961,4328476381,2906,waste_basket, ,-117.696972,33.4626994
30962,4328476382,2902,bench, ,-117.696956,33.4627027
30963,4328476384,2906,waste_basket, ,-117.6969345,33.4627061
30964,4328476386,2902,bench, ,-117.696388,33.4627363
30965,4328476387,2906,waste_basket, ,-117.6963746,33.4627441
30966,4328481595,2902,bench, ,-117.6960105,33.462828
30967,4328481597,2902,bench, ,-117.6959904,33.462861
30968,4328481598,2906,waste_basket, ,-117.6960078,33.4628689
30969,4328481607,2906,waste_basket, ,-117.7004274,33.463388
30970,4328481608,2902,bench, ,-117.7004019,33.4633981
30971,4328481609,2902,bench, ,-117.7004388,33.4634037
30972,4328481636,2906,waste_basket, ,-117.7091318,33.4654914
30973,4328481641,2902,bench, ,-117.7137749,33.4664687
30974,4328481643,2902,bench, ,-117.7138071,33.4665129
30975,4328481644,2906,waste_basket, ,-117.7138151,33.4665269
30976,4328481647,2902,bench, ,-117.7143522,33.4672457
30977,4328481648,2902,bench, ,-117.7143757,33.467272
30978,4328481650,2902,bench, ,-117.7143884,33.467305
30979,4328481668,2903,drinking_water, ,-117.7174462,33.4691562
30980,4328481675,2902,bench, ,-117.7175166,33.4691753
30981,4328481676,2902,bench, ,-117.7152722,33.4691895
30982,4328481677,2902,bench, ,-117.7174905,33.4691932
30983,4328481678,2902,bench, ,-117.7151837,33.4692365
30984,4328481679,2902,bench, ,-117.7152327,33.4692382
30985,4328481753,2902,bench, ,-117.7172812,33.4778606
30986,4328481754,2906,waste_basket, ,-117.7172846,33.4778774
30987,4328481756,2902,bench, ,-117.7176334,33.4782948
30988,4328481757,2902,bench, ,-117.7184266,33.4791913
30989,4328481775,2902,bench, ,-117.7188384,33.48032
30990,4329813198,2303,cafe,Big Jim's Donuts,-118.2912823,34.0838746
30991,4329813199,2303,cafe,Daily Donuts,-118.2912357,34.0911869
30992,4329836755,2303,cafe,California Donuts,-118.2931133,34.0688125
30993,4329836756,2303,cafe,L.A Donuts & Croissant,-118.2912889,34.0725731
30994,4330233642,2302,fast_food,Papa John's,-117.607767,33.6364814
30995,4330233664,2005,post_office, ,-117.6095745,33.6369838
30996,4330462595,2601,bank,Western Union,-117.5913828,33.6368718
30997,4330462597,2303,cafe,Bruegger's Bagels #648,-117.5905442,33.6379696
30998,4330462598,2303,cafe,Yogurtland,-117.5904851,33.638053
30999,4330462599,2121,dentist,Elite Dentistry,-117.5910782,33.6389794
31000,4331079384,2906,waste_basket, ,-117.8215946,34.0562626
31001,4331531086,2902,bench, ,-117.8230314,34.0574604
31002,4331531088,2902,bench, ,-117.8231117,34.0586868
31003,4331531497,2906,waste_basket, ,-117.8231675,34.0587699
31004,4331531500,2030,recycling, ,-117.823813,34.058452
31005,4331531508,2902,bench, ,-117.8230631,34.0574503
31006,4331531521,2906,waste_basket, ,-117.8241462,34.0584152
31007,4331531548,2906,waste_basket, ,-117.8238049,34.0584498
31008,4331564363,2005,post_office,Lebec Post Office,-118.8657491,34.8423428
31009,4331566343,2002,fire_station,Kern County Fire Dept. Station 56,-118.8650142,34.832967
31010,4332589786,2902,bench, ,-117.6061982,33.4056438
31011,4332590089,2902,bench, ,-117.6062424,33.4056757
31012,4332590090,2902,bench, ,-117.6062793,33.4056981
31013,4332590092,2902,bench, ,-117.6063236,33.4057227
31014,4332741368,2564,car_wash,National,-117.8695589,33.6650035
31015,4332761157,2906,waste_basket, ,-117.8212002,34.0566124
31016,4332761174,2030,recycling, ,-117.8212031,34.056615
31017,4333474148,2721,attraction,Plank Road,-114.9223436,32.7102949
31018,4333474197,2742,viewpoint, ,-116.8448167,32.594374
31019,4333474203,2951,comms_tower, ,-116.8446936,32.5947263
31020,4333474208,2951,comms_tower, ,-116.8444562,32.5953813
31021,4333474251,2742,viewpoint, ,-116.8150552,32.5988861
31022,4333474369,2742,viewpoint, ,-116.8573369,32.6480667
31023,4333474490,2701,tourist_info, ,-114.9233253,32.710208
31024,4333474544,2742,viewpoint, ,-116.4117431,32.8730128
31025,4333474588,2701,tourist_info, ,-114.8326425,32.8809532
31026,4333474709,2701,tourist_info, ,-114.8278118,32.8814701
31027,4333474930,2901,toilet, ,-116.1507728,33.1504264
31028,4333474934,2421,shelter, ,-116.1512764,33.1504859
31029,4333710497,2401,hotel,Lawrence Motel,-118.4721511,33.9940694
31030,4334871242,2503,kiosk,Pool Bar,-117.9215649,33.8073831
31031,4334872479,2901,toilet, ,-117.9226715,33.8074223
31032,4335512093,2303,cafe,Milk & Honey,-117.8869417,33.6796596
31033,4335584291,2303,cafe,Dogtown Coffee,-118.4887726,34.0071647
31034,4335697760,2542,bicycle_shop,Art's Cyclery,-120.669503,35.2419355
31035,4335697761,2522,sports_shop,Running Warehouse,-120.6694846,35.2420422
31036,4335697762,2522,sports_shop,Tennis Warehouse,-120.6694647,35.2421408
31037,4335712289,2512,clothes,Urban Outfitters,-118.4977379,34.0122999
31038,4336057313,2722,museum,Corona Model Railroad Society,-117.5770856,33.8445413
31039,4337136151,2401,hotel,Arrowhead Pine Rose Cabins,-117.2369441,34.2382347
31040,4338788675,2901,toilet, ,-117.8160869,34.0546098
31041,4339310342,2402,motel,Olive Motel,-118.271459,34.0818241
31042,4339339581,2303,cafe,KD's Donuts,-117.583013,33.6494056
31043,4339339582,2303,cafe,Starbucks,-117.5829205,33.6494851
31044,4339339583,2518,beverages,Mesa Market Wine & Spirits,-117.5830694,33.6492975
31045,4339339584,2302,fast_food,Golden Spoon,-117.5828666,33.6496793
31046,4339339585,2529,beauty_shop,Salon 74,-117.5828128,33.6497246
31047,4339342300,2511,convenience,Circle K,-117.581396,33.6490656
31048,4339650089,2602,atm, ,-118.296135,34.1150957
31049,4340515293,2422,camp_site,Mojave River Forks Regional Park,-117.2659349,34.3304324
31050,4340572189,2906,waste_basket, ,-117.8148785,34.053879
31051,4340706491,2301,restaurant,Oscar's Mexican Seafood,-117.2561317,32.7975351
31052,4340833492,2303,cafe,Cafe 50's,-118.4549556,34.044494
31053,4341561943,2602,atm, ,-118.4139791,33.9207975
31054,4341792389,2302,fast_food,Sonic,-117.6851206,33.6224144
31055,4342033524,2004,post_box, ,-117.8655076,34.1275594
31056,4342033525,2120,doctors,Planned Parenthood,-117.8652715,34.127999
31057,4342166026,2303,cafe, ,-117.652284,33.5249428
31058,4342166678,2205,playground, ,-117.6528258,33.5250166
31059,4342190993,2725,artwork,"""Tale As Old As Time""",-117.9245011,33.8089201
31060,4342190995,2725,artwork,"""To Infenity and Beyond""",-117.9244177,33.8090008
31061,4342190997,2725,artwork,"""For One's True Love""",-117.9243138,33.8089926
31062,4343629889,2721,attraction,Frank Sinatra House,-116.535996,33.8304131
31063,4343629989,2721,attraction,Park Imperial South House,-116.5148692,33.8000821
31064,4343630089,2721,attraction,Twin Palms Estate,-116.5357707,33.7982021
31065,4344563194,2725,artwork, ,-116.9697403,33.8070855
31066,4344728792,2511,convenience,Food Mart,-116.7697924,34.9195654
31067,4344945961,2901,toilet, ,-118.4571194,34.017046
31068,4344950946,2303,cafe,Starbucks,-118.4547511,34.0197346
31069,4344954518,2301,restaurant,Subway,-118.4546257,34.0200815
31070,4344958221,2253,swimming_pool, ,-118.6064902,34.1754486
31071,4345303477,2253,swimming_pool, ,-118.6117913,34.1820604
31072,4345303478,2253,swimming_pool, ,-118.6136095,34.1799833
31073,4345303479,2253,swimming_pool, ,-118.610688,34.1799854
31074,4345303480,2253,swimming_pool, ,-118.6141438,34.1816514
31075,4346476989,2121,dentist,Suncoast Smiles,-120.625352,35.135654
31076,4346624469,2305,bar,Mulligans Sports Bar and Grill,-117.6235299,33.4327688
31077,4346624823,2906,waste_basket, ,-117.620213,33.432701
31078,4346624885,2906,waste_basket, ,-117.6244179,33.4335897
31079,4348138699,2301,restaurant,Stella Barra Pizeria,-118.4886259,34.0066325
31080,4348150091,2522,sports_shop,NIke,-119.0570992,34.2161081
31081,4348158989,2522,sports_shop,Adidas,-119.0573234,34.2139111
31082,4348164189,2302,fast_food,Starbucks,-119.0585663,34.2155723
31083,4348205224,2901,toilet, ,-116.5825574,32.9587392
31084,4348207610,2901,toilet, ,-116.5801408,32.9600066
31085,4348208290,2401,hotel,Hotel Los Angeles,-118.3475882,34.0976269
31086,4348211492,2030,recycling, ,-116.5827366,32.9587601
31087,4349065608,2904,fountain, ,-117.0740958,33.3658514
31088,4349105649,2902,bench, ,-117.8173126,34.0542543
31089,4349105651,2902,bench, ,-117.8178971,34.0541343
31090,4349105652,2902,bench, ,-117.8169481,34.0542358
31091,4349105654,2902,bench, ,-117.8178287,34.0541423
31092,4349105656,2902,bench, ,-117.8170599,34.0541195
31093,4349105658,2902,bench, ,-117.8177684,34.0542628
31094,4349105660,2902,bench, ,-117.8173073,34.0542248
31095,4349105662,2902,bench, ,-117.8178658,34.0541672
31096,4349105663,2902,bench, ,-117.8169482,34.0542721
31097,4349105664,2902,bench, ,-117.817797,34.0541749
31098,4349105666,2902,bench, ,-117.8170189,34.0541408
31099,4349105668,2902,bench, ,-117.8177373,34.0542941
31100,4349105670,2902,bench, ,-117.8172183,34.0541274
31101,4349105672,2902,bench, ,-117.8178328,34.0541979
31102,4349105674,2902,bench, ,-117.8177621,34.0542057
31103,4349105676,2902,bench, ,-117.8169888,34.0541646
31104,4349105678,2902,bench, ,-117.8177073,34.0543275
31105,4349105680,2902,bench, ,-117.8171896,34.0541168
31106,4349105682,2902,bench, ,-117.8177996,34.0542297
31107,4349118770,2592,vending_parking, ,-117.8200691,34.0557342
31108,4349254692,2501,supermarket,Claros Italian Market,-118.0307254,34.1401689
31109,4349257211,2901,toilet, ,-117.1845281,32.7376931
31110,4349287859,2301,restaurant,Poncho Villa's Mexican food,-116.6035357,33.0769633
31111,4349288994,2301,restaurant,Romano's Restaurant,-116.6018814,33.077558
31112,4349290079,2422,camp_site,Doane valley camp ground,-116.9015853,33.3431237
31113,4349313289,2301,restaurant,Killer Shrimp,-118.4013421,33.8621502
31114,4349320857,2950,tower, ,-118.4574642,34.9901811
31115,4349389401,2301,restaurant,Silvio's,-118.4012878,33.8618333
31116,4350020681,2424,caravan_site,Del Yermo RV Park,-115.5107006,33.1240348
31117,4350360625,2901,toilet, ,-117.1851194,32.7291649
31118,4350360627,2590,vending_machine, ,-117.1850922,32.7292261
31119,4350646990,2405,hostel, ,-117.9034544,33.9612791
31120,4350752538,2725,artwork,The Search for Br'er Rabbit,-117.922953,33.812166
31121,4351356172,2906,waste_basket, ,-117.8165966,34.0545729
31122,4351356190,2030,recycling, ,-117.8166036,34.0545302
31123,4351420299,2302,fast_food,Farmer Boys,-117.7481506,34.0961237
31124,4351430423,2303,cafe,Alfred Coffee Silverlake,-118.2755396,34.0875825
31125,4351431326,2902,bench, ,-117.8176782,34.0540057
31126,4351431344,2902,bench, ,-117.8176389,34.0539818
31127,4351431597,2902,bench, ,-117.817605,34.0540152
31128,4351431649,2902,bench, ,-117.8176412,34.0540411
31129,4351547427,2902,bench, ,-119.8244272,34.4467129
31130,4351547444,2902,bench, ,-119.8240222,34.4468605
31131,4351547445,2902,bench, ,-119.8239779,34.446787
31132,4351547458,2902,bench, ,-119.8239793,34.4466272
31133,4351635615,2301,restaurant,Chipotle,-118.8850565,34.1821014
31134,4351635616,2301,restaurant,Pizza Rev,-118.8849795,34.1821817
31135,4351635617,2301,restaurant,Urban Plates,-118.8849009,34.1822811
31136,4351676728,2505,department_store,Artist & craftsman supply,-118.375857,34.0472577
31137,4351717189,2402,motel,Sunset pacific motel,-118.282718,34.0948842
31138,4352118022,2902,bench, ,-117.918445,33.807517
31139,4352123831,2902,bench, ,-117.9185769,33.8075583
31140,4352346892,2742,viewpoint,Top of the Hill Lookout,-117.1903528,33.5898061
31141,4352376593,2742,viewpoint,Heading Up Trail,-117.2463271,33.5546131
31142,4352403889,2742,viewpoint,Bocca Di Valle,-117.2540755,33.5588023
31143,4352748300,2901,toilet, ,-119.8215432,34.4473729
31144,4352748329,2901,toilet, ,-119.8217699,34.4471904
31145,4352844383,2301,restaurant,Baja Sharkeez,-117.9280036,33.608339
31146,4352888882,2902,bench, ,-117.9185777,33.8075381
31147,4352888886,2903,drinking_water, ,-117.9187561,33.8075497
31148,4354092086,2542,bicycle_shop,Performance Bicycle,-117.2169446,32.7527032
31149,4354092087,2542,bicycle_shop,Moment Bicycles,-117.2114223,32.7400283
31150,4354134082,2542,bicycle_shop,Pulse Endurance Sports,-117.1556314,32.8331692
31151,4354158937,2542,bicycle_shop,Pulse Endurance Sports,-117.0199984,32.6372546
31152,4354283883,2542,bicycle_shop,Chainline Bikes,-116.9680182,32.8148243
31153,4354341804,2422,camp_site, ,-120.9537126,35.7385645
31154,4354851036,2501,supermarket,Grocery Outlet,-120.6899145,35.2584
31155,4355034807,2401,hotel,Airtel Plaza Hotel,-118.4866688,34.2019484
31156,4355035545,2951,comms_tower, ,-117.5006522,34.2135561
31157,4355035546,2951,comms_tower, ,-117.500791,34.2138212
31158,4355359689,2721,attraction,Nit Wit Ridge,-121.0973959,35.5678453
31159,4356248697,2301,restaurant,Rubio's,-117.8354512,33.7586746
31160,4356288093,2515,bookshop,Deseret Books,-117.8354821,33.7595742
31161,4356301693,2564,car_wash, ,-117.8350844,33.7644808
31162,4356301694,2305,bar, ,-117.8362193,33.7651045
31163,4356301695,2301,restaurant,Pho Asian Grill,-117.8362414,33.765363
31164,4356301696,2301,restaurant,Donut City,-117.8360441,33.7663054
31165,4356301697,2525,mobile_phone_shop,T-Mobile,-117.8361248,33.7595656
31166,4356301790,2501,supermarket,Stater Bros.,-117.8368286,33.7680676
31167,4356301791,2543,doityourself,Ace Hardware,-117.8352835,33.7687287
31168,4356301792,2511,convenience,7-Eleven,-117.8348374,33.7605278
31169,4356301793,2546,computer_shop,Staples,-117.8369628,33.7585271
31170,4356301893,2301,restaurant,Benjies,-117.8353478,33.7619294
31171,4356301895,2601,bank,Bank of America,-117.8359686,33.7602168
31172,4356303992,2301,restaurant,Denny's,-117.8332365,33.7594033
31173,4356305291,2301,restaurant,Chipotle,-117.8384472,33.7609558
31174,4356307293,2302,fast_food,Tutto Fresco,-117.8350442,33.7611437
31175,4356307294,2301,restaurant,Philly's Best,-117.835483,33.7609702
31176,4356307295,2301,restaurant,Ami Sushi,-117.8354916,33.7608231
31177,4356307296,2512,clothes,Ross,-117.8359884,33.7585121
31178,4356307297,2301,restaurant,Knowlwood,-117.8367098,33.7602276
31179,4356308290,2512,clothes,Marshal's,-117.8286435,33.7610841
31180,4356391890,2543,doityourself,Hobby Lobby,-117.8377201,33.7610011
31181,4356444289,2302,fast_food,Burger King,-117.8372798,33.7595195
31182,4356444489,2601,bank,Wells Fargo,-117.8419608,33.7602069
31183,4356444490,2517,shoe_shop,Shoe City,-117.8338171,33.7591449
31184,4356593490,2601,bank,Farmers & Merchants Bank,-117.8420673,33.7595328
31185,4356594691,2301,restaurant,Wendy's,-117.8426789,33.7602335
31186,4356595392,2544,furniture_shop,Brothers Home Furnishings,-117.8434644,33.7602324
31187,4356618524,2602,atm, ,-117.8282019,33.7600717
31188,4356630202,2501,supermarket,Ralph's,-117.8216054,33.8154938
31189,4356630203,2301,restaurant,BBQ,-117.82862,33.7600754
31190,4356636327,2012,community_centre,North Mission Viejo Little League,-117.641127,33.640491
31191,4356636328,2723,monument,Lake Mission Viejo,-117.6408456,33.6361865
31192,4356675889,2511,convenience, ,-117.8353243,33.7736535
31193,4356679289,2001,police,California Highway Patrol,-117.8377527,33.7675658
31194,4356732088,2544,furniture_shop,Daniel's Home Center,-117.6890994,34.0245083
31195,4356733218,2544,furniture_shop,Daniel's Outlet Center,-117.943634,33.8355883
31196,4356747190,2501,supermarket,Smart and Final,-117.658769,33.6215241
31197,4356771394,2301,restaurant,Pick-up Stix,-117.6586899,33.6219703
31198,4356785090,2303,cafe,Surfin Donuts,-117.6585463,33.6217953
31199,4356785091,2302,fast_food,Rubios Baja Grill,-117.6798092,33.6145224
31200,4357753721,2721,attraction,Dilan's Home (Beverly Hills 90210),-118.1173946,34.1907487
31201,4357760206,2721,attraction,Walsh Home (Beverly Hills 90210),-118.1161272,34.1909574
31202,4357780108,2082,school,Torrance High School (West Beverly High School 90210),-118.3210261,33.8296954
31203,4358019192,2012,community_centre, ,-117.6408429,33.6401061
31204,4358164757,2564,car_wash, ,-117.1881717,33.1487582
31205,4358167443,2511,convenience, ,-117.2006278,33.1573161
31206,4358178994,2301,restaurant,Hodad's Ocean Beach,-117.2512075,32.7471357
31207,4358178995,2301,restaurant,Hodad's Downtown,-117.1557893,32.7155106
31208,4358283326,2303,cafe,Walking on Water,-117.2576048,32.7496666
31209,4358283327,2901,toilet,Public Restroom,-117.2574127,32.7495487
31210,4358370089,2301,restaurant,Burgerlords,-118.2372039,34.0652695
31211,4359088692,2302,fast_food,Pizza Hut,-117.836028,33.7687604
31212,4359100491,2101,pharmacy,Rite Aid,-117.8338867,33.788261
31213,4359100493,2301,restaurant,Sake 2 Me,-117.8295673,33.7606307
31214,4359102291,2568,laundry, ,-117.8350965,33.8077641
31215,4359102292,2544,furniture_shop, ,-117.8351964,33.7665616
31216,4359115690,2303,cafe,Yum Yum Donuts,-117.835477,33.7707227
31217,4359125190,2303,cafe,Donuts,-117.8352187,33.7616169
31218,4359127989,2082,school,Oakridge Private School,-117.7981255,33.8106983
31219,4359141790,2301,restaurant,Norms,-117.8368178,33.8088974
31220,4359141791,2302,fast_food,Pizza Hut,-117.8355768,33.8226179
31221,4359141792,2301,restaurant,17th Street Bar and Grill,-117.828699,33.7590287
31222,4359141793,2301,restaurant,The Crab Cooker,-117.8294914,33.7582034
31223,4359143889,2518,beverages,KC Liquor,-117.8362694,33.7843271
31224,4359143890,2302,fast_food,Carl's Jr.,-117.8352819,33.788671
31225,4359143989,2301,restaurant,Round Table Pizza,-117.8350347,33.8095324
31226,4359143991,2301,restaurant,Mimi’s,-117.8303187,33.7601595
31227,4359144089,2303,cafe,Starbucks,-117.8357242,33.8232061
31228,4359144090,2301,restaurant,Adalberto's,-117.8353998,33.7693738
31229,4359144091,2511,convenience, ,-117.8296776,33.7603056
31230,4359476989,2952,water_tower, ,-116.6909889,32.5763621
31231,4359488657,2301,restaurant,Antonio's Pizzeria and Cabaret,-118.3263289,33.3445058
31232,4359699357,2951,comms_tower, ,-114.7517934,32.7463083
31233,4359718258,2951,comms_tower, ,-114.9422615,32.7108202
31234,4360639478,2901,toilet, ,-118.4059455,33.3856325
31235,4360771592,2305,bar,Mc Ps Pub,-117.1787343,32.6846028
31236,4360882893,2305,bar,The Shamrock,-117.9237988,33.6198589
31237,4360885103,2301,restaurant,Pizza Nova,-117.923338,33.6192262
31238,4360886710,2541,car_dealership,McLaren,-117.9226629,33.6198029
31239,4360886711,2301,restaurant,Rockfire Grill,-117.9214019,33.6192404
31240,4360893891,2601,bank,Bank of America,-117.8759193,33.6395213
31241,4360899189,2563,car_rental,Enterprise,-117.9247267,33.6208072
31242,4360930290,2301,restaurant,Village Pizzeria,-117.1790845,32.6833666
31243,4361070070,2902,bench, ,-117.7515808,34.0593743
31244,4361070082,2902,bench, ,-117.7509025,34.0593828
31245,4361072036,2902,bench, ,-117.7517718,34.0593549
31246,4361072049,2902,bench, ,-117.7512078,34.059377
31247,4361072113,2902,bench, ,-117.7512496,34.0593824
31248,4361125084,2515,bookshop,One Stop Eagle Shop Bookstore,-116.9684364,33.8060823
31249,4361126744,2901,toilet, ,-116.9691319,33.8061052
31250,4361572701,2303,cafe,Menotti's Coffee Stop,-118.4726491,33.9872981
31251,4361590800,2303,cafe,Stumptown Coffee Roasters,-118.2298628,34.0332312
31252,4361758595,2205,playground, ,-117.8092792,34.0575676
31253,4361805792,2301,restaurant, ,-117.2051737,32.7552187
31254,4361808204,2725,artwork, ,-117.8269379,34.0571045
31255,4361897886,2902,bench, ,-117.8263148,34.0581189
