osmid,created_by,geometry,amenity,tourism,name,station,railway,cuisine,shop
1534512179,,POINT (145.1886605 -37.9611002),fast_food,,McDonald's,,,burger,
1537482768,,POINT (145.1922507 -37.8770563),parking,,,,,,
1538647050,,POINT (145.1636428 -37.7819496),pharmacy,,Amcal - Chandra Pharmacy,,,,
1538649889,,POINT (145.1636108 -37.7820875),restaurant,,Rasa Malaya Restaurant,,,asian,
1538655134,,POINT (145.1635168 -37.7825474),,,Donburn Cellars,,,,alcohol
1538655678,,POINT (145.1635436 -37.7824753),restaurant,,Tantra Indian Restaurant,,,indian,
1538658444,,POINT (145.1635516 -37.7824265),restaurant,,Som Thai Restaurant,,,thai,
1538666015,,POINT (145.1635597 -37.7823841),cafe,,Grainstore Bakery,,,sandwich,
1538669301,,POINT (145.163557 -37.7823311),,,(Milk Bar Take Away),,,,convenience
1538679610,,POINT (145.1635677 -37.7822909),fast_food,,Peppercorn Pizza,,,pizza,
1538688176,,POINT (145.1635838 -37.7822485),restaurant,,Tender Trap Restaurant and Wine Bar,,,regional,
1538690618,,POINT (145.1635838 -37.7822082),fast_food,,Noodle Box,,,asian,
1538766814,,POINT (145.1610286 -37.7887106),,,Video Ezy - DOncaster East,,,,music
1538776888,,POINT (145.1602802 -37.7887996),,,Byrons For Flowers,,,,florist
1538790072,,POINT (145.1596874 -37.788753),fast_food,,Dairy Bell Ice Cream,,,ice_cream,
1538790734,,POINT (145.1599369 -37.7887784),fast_food,,Pizza,,,pizza,
1538794234,,POINT (145.1599825 -37.788789),restaurant,,Jimmy Leung's Kitchen,,,,
1538804182,,POINT (145.1590413 -37.7889856),restaurant,,Jintana Thai Restaurant,,,thai,
1538804724,,POINT (145.158993 -37.7889813),cafe,,Portofina Licensed Cafe,,,,
1538811104,,POINT (145.1733811 -37.815489),,,,,,,
1538816140,,POINT (145.1719488 -37.8100865),,,Yamminga Park,,,,
1539136389,,POINT (145.1502457 -37.7879774),post_office,,Australia Post - Doncaster Heights,,,,
1539139057,,POINT (145.1499292 -37.7879519),restaurant,,Malaysian Kitchen,,,asian,
1539142767,,POINT (145.149543 -37.7878883),bank,,Bendigo Community Bank - Doncaster East,,,,
1539143196,,POINT (145.1487812 -37.7879986),,,Dan Murphy's,,,,alcohol
1539143787,,POINT (145.1494705 -37.7880579),,,Antoine's Clothing Alterations,,,,clothes
1539143999,,POINT (145.1494115 -37.7883419),,,Ida Jane,,,,clothes
1539144718,,POINT (145.149374 -37.7886239),restaurant,,Meltemi Greek Tavern,,,greek,
1539144720,,POINT (145.1493713 -37.7885433),,,Nick's Wine Merchants,,,,alcohol
1539145549,,POINT (145.1496583 -37.7890096),,,Pippin Motors,,,,car_repair
1539146861,,POINT (145.150042 -37.789156),,,Kynk Hair,,,,hairdresser
1539148391,,POINT (145.1500473 -37.7889313),restaurant,,Mirch Masala Too,,,indian,
1539149459,,POINT (145.1497602 -37.7889333),,,Gekko Hair,,,,hairdresser
1539150348,,POINT (145.1499131 -37.7888931),restaurant,,Pompeo's Pizza Restaurant,,,pizza,
1539162792,,POINT (145.1494173 -37.788853),cafe,,Cafe Mania,,,coffee_shop,
1539162796,,POINT (145.1494734 -37.7888593),,,Barbers Down Under,,,,hairdresser
1539165306,,POINT (145.1492372 -37.788838),cafe,,Filli's Cafe,,,coffee_shop,
1539165308,,POINT (145.149315 -37.7888464),,,Gift Plus Jackson Court,,,,gift
1539476240,,POINT (145.1942674 -37.8148534),parking,,,,,,
1539476241,,POINT (145.1942167 -37.8144033),parking,,,,,,
1539484722,,POINT (145.1863537 -37.8175446),parking,,,,,,
1539484724,,POINT (145.1866932 -37.8174922),parking,,,,,,
1539484728,,POINT (145.1935299 -37.8172333),parking,,,,,,
1539484746,,POINT (145.1931904 -37.8172857),parking,,,,,,
1539484755,,POINT (145.1941699 -37.8172117),parking,,,,,,
1539551482,,POINT (145.1658002 -37.8683671),parking,,,,,,
1540324286,,POINT (145.1480823 -37.7886776),,,Jackson Court Dry Cleaning,,,,laundry
1540324731,,POINT (145.1481486 -37.7886833),,,J.C.'s Bakery,,,,bakery
1540325346,,POINT (145.1482317 -37.7886897),cafe,,Cafe Julia,,,coffee_shop,
1540325514,,POINT (145.1483476 -37.7887242),,,East Doncaster Newagency,,,,books
1540325538,,POINT (145.1484415 -37.7887284),,,Olympus Continental Delicatessen,,,,convenience
1540325892,,POINT (145.1484951 -37.7887475),,,Jackson Court Hot Bread,,,,bakery
1540326516,,POINT (145.1485622 -37.7887518),,,Jackson Ct Gifts & Lotto,,,,gift
1540326541,,POINT (145.1491737 -37.7888387),,,Baker's Delight,,,,bakery
1540326557,,POINT (145.1491201 -37.7888302),restaurant,,Meals at Jackson,,,chinese,
1540326570,,POINT (145.149045 -37.7888175),,,Mirabella Bros Fruit Market,,,,greengrocer
1540326806,,POINT (145.1486588 -37.7887666),pharmacy,,Pharmacy,,,,
1540327064,,POINT (145.1491201 -37.7888302),restaurant,,Meals at Jackson,,,chinese,
1540328050,,POINT (145.1489538 -37.7888132),,,Brendons Quality Meats,,,,butcher
1540329534,,POINT (145.1487902 -37.7883638),toilets,,,,,,
1540329947,,POINT (145.1482863 -37.7877329),fast_food,,Jackson Court Charcoal Chicken,,,chicken,
1540330068,,POINT (145.1483208 -37.7877513),,,Charlie Oscar - Mens Hair,,,,hairdresser
1540330072,,POINT (145.1483101 -37.7877894),bar,,Black Copper,,,,
1540330424,,POINT (145.1482807 -37.7878743),restaurant,,Bamboo Chopsticks,,,chinese,
1540330716,,POINT (145.1482779 -37.7879272),restaurant,,Asian Gourmet Hut,,,chicken,
1540330808,,POINT (145.1482672 -37.7879611),,,Asian Groceries,,,,convenience
1540331426,,POINT (145.1481894 -37.7880417),fast_food,,J Js Fish & Chip Shop,,,fish_and_chips,
1540331641,,POINT (145.1484066 -37.7881837),restaurant,,Happy Dinners,,,chinese,
1540331810,,POINT (145.1478434 -37.7884592),restaurant,,Casavini Ristorante,,,italian,
1540350795,,POINT (145.1313086 -37.7855603),library,,Doncaster Library,,,,
1540357200,,POINT (145.1325748 -37.7866926),townhall,,Manningham City Council,,,,
1540357228,,POINT (145.1330683 -37.7855479),,,Doncaster Bowling Club,,,,
1540357251,,POINT (145.1311532 -37.7865442),kindergarten,,Doncaster Kindergarten,,,,
1540357277,,POINT (145.1290182 -37.7870445),,,7-Eleven,,,,convenience
1541558495,,POINT (145.1411691 -37.9122166),parking,,,,,,
1541893610,,POINT (145.1314644 -37.787653),restaurant,,Straits Cafe,,,asian,
1541893809,,POINT (145.131856 -37.787583),restaurant,,Pacino's Restaurant,,,italian,
1541894303,,POINT (145.1259445 -37.7877929),,,Autobahn,,,,doityourself
1541894959,,POINT (145.1256172 -37.7878946),,,Officeworks,,,,books
1541895335,,POINT (145.1310085 -37.7877102),atm,,,,,,
1541895472,,POINT (145.1311372 -37.7877102),bank,,ANZ Mortage Centre,,,,
1541895610,,POINT (145.1311372 -37.7877102),bank,,ANZ Mortage Centre,,,,
1541895798,,POINT (145.1338704 -37.786839),,,Lisa Hair Sense,,,,hairdresser
1541895945,,POINT (145.133511 -37.7868941),fast_food,,La Majesta Pizza,,,pizza,
1541896243,,POINT (145.1335646 -37.7868941),restaurant,,Natural & Healthy Vegetarian,,,vegetarian,
1541896425,,POINT (145.1336156 -37.7868729),restaurant,,Mayura Thai Restaurant,,,thai,
1541897160,,POINT (145.1395862 -37.7868793),,,Holden Doncaster,,,,car
1541897466,,POINT (145.1402782 -37.7869598),,,Doncaster BMW,,,,car
1541897768,,POINT (145.1408468 -37.7869344),,,Mini Centre,,,,car
1541897977,,POINT (145.1407663 -37.7864553),,,Strapp Ford,,,,car
1541898717,,POINT (145.1415495 -37.7865698),,,Mercedes-Benz Silver Star,,,,car
1541898986,,POINT (145.1425098 -37.7865062),restaurant,,Chrysanthemum House,,,chinese,
1541899179,,POINT (145.1423864 -37.786502),restaurant,,Rajam Restaurant,,,indian,
1541899586,,POINT (145.1428477 -37.7866291),,,BWS,,,,alcohol
1541899587,,POINT (145.1430087 -37.7867224),pub,,Main Bar,,,,
1541899898,,POINT (145.1425098 -37.7865062),restaurant,,Chrysanthemum House,,,chinese,
1541900045,,POINT (145.1432608 -37.7867097),,motel,Quest on Doncaster,,,,
1543740289,,POINT (144.9932427 -37.829886),pub,,Cherry Tree Hotel,,,,
1545020182,,POINT (144.975314 -37.797727),,,7-Eleven,,,,convenience
1545372230,,POINT (144.9905562 -37.8280781),post_box,,,,,,
1545408784,,POINT (144.9484989 -37.7931281),parking,,RCH Parking,,,,
1545444030,,POINT (144.9474367 -37.794216),,,,,,,convenience
1545692675,,POINT (145.1662331 -37.8276803),school,,Blackburn Lake Primary School,,,,
1550304856,,POINT (144.9144726 -37.7728458),place_of_worship,,Ascot Vale Seventh Day Adventist Church.,,,,
1551144063,,POINT (145.064773 -37.8109794),,,Balwyn Cycles & Multisport,,,,bicycle
1551144071,,POINT (145.0572452 -37.8267889),,,Bike Gallery,,,,bicycle
1551144072,,POINT (145.0449388 -37.8221215),,,Bike Life,,,,bicycle
1551144074,,POINT (145.077301 -37.7845975),,,Bike Spec,,,,bicycle
1551144077,,POINT (145.0412357 -37.8529961),,,Cycleinn,,,,bicycle
1551144083,,POINT (145.0971814 -37.8253074),,,Cycling & Sports Clothing Outlet,,,,bicycle
1551144084,,POINT (145.036196 -37.81876),,,Lawrencia Cycles,,,,bicycle
1551144085,,POINT (145.0972338 -37.8250435),,,Quality Bicycle Repairs,,,,bicycle
1551144086,,POINT (145.0622793 -37.8011374),,,Ride On Bikes,,,,bicycle
1551144092,,POINT (144.9838612 -37.8537129),,,Swim Bike Run,,,,bicycle
1551144093,,POINT (145.0946055 -37.7917113),,,Top Gear Cycles,,,,bicycle
1553657650,,POINT (145.2079092 -37.816033),parking,,,,,,
1553673649,,POINT (145.2069251 -37.8161843),toilets,,,,,,
1553673655,,POINT (145.2070378 -37.8160275),,,,,,,
1556660019,,POINT (145.2115479 -37.8108521),drinking_water,,,,,,
1556902795,,POINT (145.1657139 -37.833742),hospital,,,,,,
1557920937,,POINT (145.2584301 -37.9773734),,,Coles,,,,supermarket
1557920938,,POINT (145.2589665 -37.9763036),,,Woolworths,,,,supermarket
1557920946,,POINT (145.2594708 -37.9766717),atm,,Commonwealth Bank,,,,
1558590036,,POINT (145.085219 -37.8867288),,,Gold Cross,,,,bicycle
1561057378,,POINT (145.2135552 -37.9128416),,,BP,,,,convenience
1561057379,,POINT (145.213523 -37.9124184),fast_food,,McDonald's,,,burger,
1561057380,,POINT (145.2134307 -37.9125742),fast_food,,KFC,,,chicken,
1561057381,,POINT (145.2141768 -37.9126021),fuel,,BP AA Eastlink Inbound,,,,
1561162700,,POINT (145.0858471 -37.9404016),,viewpoint,Bird Hide,,,,
1561162706,,POINT (145.0805749 -37.9435655),toilets,,,,,,
1561197123,,POINT (145.004085 -37.952788),toilets,,,,,,
1562157879,,POINT (145.0284336 -37.9903265),toilets,,,,,,
1563378080,,POINT (144.9819084 -37.8295462),toilets,,,,,,
1563378339,,POINT (144.9792261 -37.8293349),,picnic_site,Rose Pavillon,,,,
1563378344,,POINT (144.9827639 -37.829354),,,The Gardens Shop Lakeside,,,,convenience
1563378347,,POINT (144.9826001 -37.8293863),cafe,,The Terrace,,,,
1564483894,,POINT (145.0923231 -37.9909289),swimming_pool,,Don Tatnell Leisure Centre,,,,
1566664792,,POINT (145.2463385 -38.0025541),fast_food,,McDonald's,,,burger,
1568588126,,POINT (145.0854473 -37.8126828),parking,,,,,,
1570142366,,POINT (145.2791525 -37.9779906),fuel,,United,,,,
1576291556,,POINT (145.1954022 -37.928242),place_of_worship,,Mulgrave Church of Christ,,,,
1582290843,,POINT (145.1261108 -38.1088385),fuel,,Caltex Woolworths,,,,
1582290844,,POINT (145.1265984 -38.1092942),,,Woolworths,,,,supermarket
1582291333,,POINT (145.1588115 -38.1123739),fast_food,,McDonald's,,,burger,
1582291334,,POINT (145.1593077 -38.1122978),car_wash,,,,,,
1582291335,,POINT (145.1589644 -38.1120045),fast_food,,Red Rooster,,,chicken,
1582291554,,POINT (145.1610485 -38.1102467),,,ALDI,,,,supermarket
1583375452,,POINT (144.9613758 -37.8106018),cafe,,Papparoti Melbourne CBD,,,,
1583413604,,POINT (145.1728774 -38.100261),fast_food,,KFC,,,chicken,
1583414290,,POINT (145.1828655 -38.1013038),fast_food,,Hungry Jacks,,,,
1583415310,,POINT (145.2790333 -38.083635),,,Bunnings Warehouse,,,,doityourself
1583415643,,POINT (145.2929609 -38.0848912),,,Coles,,,,supermarket
1583416608,,POINT (145.2338225 -38.1088709),fuel,,APCO,,,,
1583418230,,POINT (145.1310456 -38.0290812),fast_food,,KFC,,,chicken,
1583418231,,POINT (145.1307076 -38.0288784),fast_food,,McDonald's,,,burger,
1583418607,,POINT (145.1400102 -38.0104491),fast_food,,Nando's,,,chicken,
1583418889,,POINT (145.0797182 -37.9454497),,,Bunnings Warehouse,,,,doityourself
1583418890,,POINT (145.0793588 -37.9464142),,,Harvey Norman,,,,department_store
1583419253,,POINT (145.0693713 -37.9769592),,,Bunnings Warehouse,,,,doityourself
1583419364,,POINT (145.0760059 -37.9832417),fast_food,,Hungry Jacks,,,burger,
1583419365,,POINT (145.077111 -37.9841),,,Woolworths,,,,supermarket
1583419366,,POINT (145.0757002 -37.9829882),fast_food,,KFC,,,chicken,
1583419640,,POINT (145.06444 -37.9840794),,,Coles,,,,supermarket
1583419641,,POINT (145.0624337 -37.9816057),,,Woolworths,,,,supermarket
1583419734,,POINT (145.0389591 -37.9347538),,,Woolworths,,,,supermarket
1583419825,,POINT (145.2050624 -37.9745984),,,Bunnings Warehouse,,,,doityourself
1583420626,,POINT (145.2470018 -38.0025787),fast_food,,Red Rooster,,,,
1583420629,,POINT (145.2476461 -38.0026341),restaurant,,Hogs Breath Cafe,,,,
1583422278,,POINT (145.2351253 -37.9210403),,,Woolworths,,,,supermarket
1583422303,,POINT (145.2356481 -37.9180393),fast_food,,McDonald's,,,,
1583422393,,POINT (145.0986323 -37.9271437),,,Bunnings Warehouse,,,,doityourself
1583422492,,POINT (145.1185924 -37.9259993),,,Coles,,,,supermarket
1583422493,,POINT (145.1181472 -37.9280896),,,Coles,,,,supermarket
1583422644,,POINT (145.1194295 -37.9251191),fast_food,,Domino's Pizza,,,,
1583423009,,POINT (145.0421121 -37.9195218),,,Woolworths,,,,supermarket
1583425758,,POINT (145.1158465 -38.0543182),,,Woolworths,,,,supermarket
1583425760,,POINT (145.0852668 -38.0059701),,,ALDI,,,,supermarket
1583425761,,POINT (145.0853633 -38.0060669),fast_food,,Nando's,,,,
1583425762,,POINT (145.0867012 -38.0080122),,,Woolworths,,,,supermarket
1583425906,,POINT (145.1123535 -37.9728626),fast_food,,McDonald's,,,,
1583426656,,POINT (145.0889551 -37.9711523),,,Direct Factory Outlets,,,,mall
1583426658,,POINT (145.0907731 -37.9706192),,,ALDI,,,,supermarket
1583426661,,POINT (145.0901562 -37.9704289),,,The Good Guys,,,,electrical
1583427471,,POINT (145.1249765 -37.9136981),fast_food,,McDonald's,,,,
1583428373,,POINT (145.0891308 -37.8926395),fast_food,,KFC,,,chicken,
1583428374,,POINT (145.0885675 -37.8934945),fast_food,,Subway,,,sandwich,
1583457473,,POINT (145.1311529 -38.1295813),,,Frankston Toyota,,,,car
1583457475,,POINT (145.1307291 -38.1303662),,,Bay City Holden,,,,car
1583457504,,POINT (145.1297153 -38.1328473),,,Peninsula Volkswagen,,,,car
1583457545,,POINT (145.1303322 -38.132096),car_rental,,Europcar,,,,
1583552156,,POINT (145.1317328 -38.1284109),,,Cambur Subaru,,,,car
1583552157,,POINT (145.1321029 -38.1277822),,,Travis Honda,,,,car
1583553453,,POINT (145.3072884 -38.0222352),,,Supercheap Auto,,,,car
1583553454,,POINT (145.3092196 -38.0221),,,Bunnings Warehouse,,,,doityourself
1583553467,,POINT (145.3073957 -38.0211998),fast_food,,Hungry Jacks,,,burger,
1583553468,,POINT (145.3070953 -38.0201522),,,BWS,,,,alcohol
1584904742,,POINT (145.1727766 -37.9120526),,,Wheelers Hill Milk Bar,,,,convenience
1585574435,,POINT (144.8983639 -37.7997665),,,Modern Vision,,,,optician
1585574442,,POINT (144.8985603 -37.7997866),,,The Hairdresser's Supermarket,,,,beauty
1586652208,,POINT (145.1612015 -37.9069021),clinic,,Access Medical Centre,,,,
1586652657,,POINT (145.1617033 -37.9069973),dentist,,Star Smiles Dental Centre,,,,
1586665024,,POINT (145.038536 -37.9175762),,,Coles,,,,supermarket
1590272583,,POINT (144.961638 -37.828797),,,My Pet Warehouse,,,,pet
1590306637,,POINT (145.0870064 -38.0079649),fast_food,,Subway,,,sandwich,
1590839313,,POINT (145.1978539 -37.8792943),drinking_water,,,,,,
1592056906,,POINT (145.1931244 -37.8162827),shelter,,,,,,
1594744031,,POINT (144.9787937 -37.8205674),fountain,,,,,,
1596871591,,POINT (144.9900106 -37.8046195),cafe,,Crossroads Cafe,,,,
1596890485,iLOE 1.9,POINT (144.943034 -37.837682),,,'yes' Optus,,,,phone
1597379646,,POINT (145.165006 -37.9046681),dentist,,,,,,
1597527589,,POINT (145.176316 -37.9048131),place_of_worship,,Wheelers Hill Uniting Church,,,,
1597534046,,POINT (145.1664023 -37.9077461),place_of_worship,,Good Shepherd Catholic Church,,,,
1597534050,,POINT (145.1653632 -37.9036163),childcare,,Brandon Park Childcare Centre,,,,
1597534052,,POINT (145.1647811 -37.9045686),kindergarten,,Brandon Park Pre School,,,,
1598376341,,POINT (145.1393157 -37.91012),bicycle_parking,,Bike Cage,,,,
1598376358,,POINT (145.1391492 -37.9104732),bicycle_parking,,Bike Cage,,,,
1600670853,,POINT (145.0851982 -37.8712782),toilets,,,,,,
1600670854,,POINT (145.0853014 -37.8713946),,,Adventure Playground,,,,
1600672844,,POINT (145.0610615 -37.7791496),drinking_water,,,,,,
1605845891,iLOE 1.9,POINT (144.942614 -37.838314),fast_food,,OLD SALT fish & chips,,,Fish & Chips,
1605859957,,POINT (144.942139 -37.838882),,,Olarn Montra - Thai Massage & Day Spa,,,,massage
1606587758,,POINT (145.1235722 -37.9207606),restaurant,,zouki,,,,
1606588310,,POINT (145.1231377 -37.9206886),cafe,,zouki,,,,
1608322466,,POINT (145.0502309 -37.9827733),,,,,,,
1608334899,,POINT (145.0371271 -37.9910807),place_of_worship,,,,,,
1608337026,,POINT (145.018062 -37.9759705),fuel,,,,,,
1609349773,,POINT (145.1673688 -37.9037773),veterinary,,Brandon Park Veterinary Hospital,,,,
1613751367,,POINT (144.950977 -37.844715),,,,,,,hairdresser
1616303200,,POINT (145.1676967 -38.1048209),fuel,,7 Eleven,,,,
1617283711,,POINT (145.07016 -37.768531),,,he Greenery Garden Centre,,,,garden_centre
1619644108,,POINT (144.9612951 -37.7732927),,,Brunswick Avanti plus,,,,bicycle
1619646054,,POINT (144.9708814 -37.7757522),pub,,Quarry Hotel,,,,
1619646233,,POINT (144.9710964 -37.7741912),bar,,Atticus Finch,,,,
1619649069,,POINT (144.9713147 -37.7729139),cafe,,Poached,,,,
1619649676,,POINT (144.9714274 -37.77394),bar,,The Alderman,,,,
1619672141,,POINT (144.9711806 -37.7739146),bar,,Resurrection,,,,
1619909697,iLOE 1.9,POINT (144.94344 -37.837402),restaurant,,Dalmatino,,,,
1619987197,,POINT (145.1767765 -37.9059905),post_box,,,,,,
1621011469,,POINT (145.2268243 -38.0050251),fuel,,,,,,
1621027483,,POINT (144.9711186 -37.7741177),,,Blackheart & Sparrows Bottle shop,,,,alcohol
1621027484,,POINT (144.9710031 -37.7748299),,,Lygon Cycles,,,,bicycle
1621070600,,POINT (145.1366202 -37.911819),bicycle_parking,,,,,,
1623390560,,POINT (144.9743723 -37.7764089),,,,,,,
1623391421,,POINT (144.9812395 -37.7762906),post_box,,,,,,
1626460165,,POINT (145.1769684 -37.9163688),,,Mulgrave Milk Bar,,,,convenience
1626464857,,POINT (145.1770327 -37.9165043),fast_food,,Mulgrave Pizza House,,,pizza,
1626464858,,POINT (145.1769392 -37.9163175),bicycle_parking,,,,,,
1626464859,,POINT (145.1769979 -37.9164323),pharmacy,,Buckleys Pharmacy,,,,
1626467745,,POINT (145.1766921 -37.9168471),fast_food,,,,,fish_and_chips,
1626467746,,POINT (145.1764432 -37.9165655),doctors,,Lum Road Medical Clinic,,,,
1626467757,,POINT (145.176566 -37.9168936),,,Heads for Hair,,,,hairdresser
1626467758,,POINT (145.1764566 -37.916877),restaurant,,Red Panda,,,chinese,
1626581698,,POINT (145.1770961 -37.9166371),,,Salvos,,,,charity
1627600446,,POINT (144.970901 -37.778502),,,Lygon Convenience Store,,,,convenience
1629050360,,POINT (145.2276583 -37.8217651),place_of_worship,,Salvation Army Ringwood Corp,,,,
1629050361,,POINT (145.2276602 -37.8221013),place_of_worship,,Ringwood Know Lutheran Church,,,,
1629219315,,POINT (144.9867975 -37.7796358),,,Everything 2 Wheels,,,,bicycle
1629219339,,POINT (144.9873769 -37.7789193),cafe,,Munsterhaus,,,,
1629219348,,POINT (144.9865991 -37.7798521),pharmacy,,John Silverii's Pharmacy,,,,
1629219840,,POINT (144.9847709 -37.7800526),bbq,,,,,,
1629219841,,POINT (144.9845885 -37.7801332),,,,,,,
1629220019,,POINT (144.9799483 -37.7802816),bbq,,,,,,
1631764942,,POINT (145.0376179 -37.9175956),toilets,,Bentleigh Sunday Market Exeloo,,,,
1631770447,,POINT (145.0414033 -37.9192801),toilets,,Public Library Exeloo,,,,
1633478242,iLOE 1.9,POINT (144.966207 -37.827774),pharmacy,,Chemist Warehouse,,,,
1633549417,,POINT (144.9492817 -37.7930202),,,RCH playground,,,,
1633551019,,POINT (144.9492145 -37.792965),bbq,,,,,,
1633675938,,POINT (144.943702 -37.83696),,,pod homewares & gifts,,,,gift
1633677085,,POINT (144.943717 -37.837109),,,The Beauty House,,,,beauty_salon
1633680952,iLOE 1.9,POINT (144.942653 -37.838229),optometrist,,eyes2port Optometrists,,,,
1633682414,,POINT (144.942338 -37.838686),car_rental,,flexicar,,,,
1633685278,iLOE 1.9,POINT (144.941947 -37.839038),,,Godfreys,,,,vacuum_cleaner
1633687530,,POINT (144.941934 -37.839044),hairdresser,,Sechi Hair,,,,hairdresser
1633688084,iLOE 1.9,POINT (144.941751 -37.838937),,,Cotton On Kids,,,,clothes
1633690317,,POINT (144.941726 -37.839257),,travel_agency,Flight Centre,,,,
1633692384,,POINT (144.942346 -37.838632),waste_basket,,,,,,
1633693022,iLOE 1.9,POINT (144.942266 -37.838716),,travel_agency,Port Travel,,,,
1633698135,,POINT (144.942276 -37.838661),,,Frank Gordon Estate Agents,,,,real_estate
1633703741,,POINT (144.942407 -37.83857),hairdresser,,Silky Waves,,,,hairdresser
1633708658,iLOE 1.9,POINT (144.942678 -37.838221),,,Ray White Real Estate,,,,vacant
1633716189,iLOE 1.9,POINT (144.942754 -37.838278),,,Port Melbourne Frames,,,,frame
1633720723,,POINT (144.943798 -37.8371),bus_stop,,,,,,
1633722524,iLOE 1.9,POINT (144.943833 -37.836852),,,Cayzer,,,,real_estate
1634656717,,POINT (145.084776 -37.8863929),bicycle_parking,,,,,,
1634785575,,POINT (145.2308015 -37.9279165),shelter,,,,,,
1635873959,,POINT (144.943924 -37.836815),,,Tiny Polka Dots,,,,toys
1635883957,iLOE 1.9,POINT (144.944152 -37.836598),,,Srg Finance,,,,money_lender
1635895080,iLOE 1.9,POINT (144.944152 -37.836598),restaurant,,Rose Diner and Bar,,,,
1636009874,,POINT (144.9597331 -37.8021408),bicycle_parking,,,,,,
1636009881,,POINT (144.9635364 -37.7983281),bicycle_parking,,Richard Berry Secure Bicyle Hub,,,,
1636009886,,POINT (144.9591086 -37.8006421),bicycle_parking,,Alan Gilbert Secure Bicycle Hub,,,,
1636009901,,POINT (144.9581531 -37.7983112),bicycle_parking,,Royal Parade Secure Bicycle Hub,,,,
1636009904,,POINT (144.9604814 -37.802232),bicycle_parking,,,,,,
1636009927,,POINT (144.9603822 -37.7994662),bicycle_parking,,John Medley bicycle parking,,,,
1636009934,,POINT (144.9582337 -37.799373),bicycle_parking,,,,,,
1636014201,,POINT (144.961337 -37.7960646),swimming_pool,,,,,,
1636081962,iLOE 1.9,POINT (144.943427 -37.836998),gym,,KX Pilates,,,,
1636085363,iLOE 1.9,POINT (144.943894 -37.837028),bus_stop,,,,,,
1636085489,iLOE 1.9,POINT (144.943894 -37.837028),trash_can,,,,,,
1636085747,iLOE 1.9,POINT (144.943894 -37.837028),bank,,Commonwealth Bank,,,,
1637316962,,POINT (144.942048 -37.838412),,,Brewsters Fresh Foods,,,,supermarket
1637422991,iLOE 1.9,POINT (144.954034 -37.831116),pub,,Wayside Inn,,,,
1638401918,,POINT (145.1518628 -37.8099778),place_of_worship,,St Alfred's Anglican Church,,,,
1638591149,,POINT (144.943626 -37.83675),,,Jaggers Hair & Beauty,,,,hairdresser
1638594812,iLOE 1.9,POINT (144.943626 -37.83675),,,Maher & Co,,,,real_estate
1638663081,,POINT (144.94503 -37.838955),bench,,,,,,
1638664507,,POINT (144.944932 -37.839073),bench,,,,,,
1638665971,,POINT (144.944565 -37.839214),bench,,,,,,
1638673523,,POINT (144.944613 -37.839233),bench,,,,,,
1638674368,,POINT (144.944768 -37.839505),bench,,,,,,
1638674556,,POINT (144.944572 -37.839469),bench,,,,,,
1641443947,,POINT (144.941186 -37.839756),,,The Washingline,,,,laundry
1641558806,iLOE 1.9,POINT (144.940169 -37.844455),bench,,,,,,
1641559115,iLOE 1.9,POINT (144.940126 -37.844494),bench,,,,,,
1641563791,,POINT (144.9402195 -37.8406349),,,Port Melbourne Cycles,,,,bicycle
1641616741,,POINT (145.0683283 -37.9705441),,,Hedonism Hairdressing,,,,hairdresser
1641622363,,POINT (145.0682047 -37.9698806),kindergarten,,Evesham Road Pre-School,,,,
1641655108,,POINT (145.0661371 -37.9592717),,,,,,,
1641661483,,POINT (145.0700048 -37.9653747),,,,,,,
1641674544,,POINT (145.0797707 -37.9530328),,motel,Quest Moorabbin,,,,
1641677069,,POINT (145.0573743 -37.9669818),,hotel,Quest Cheltenham,,,,
1641678395,,POINT (145.0567091 -37.9679629),library,,Cheltenham Library,,,,
1641678396,,POINT (145.0564945 -37.9683795),,,,,,,
1642545010,iLOE 1.9,POINT (144.944146 -37.836537),,,Vinnies,,,,second_hand
1642649091,iLOE 1.9,POINT (144.942973 -37.837892),telephone,,,,,,
1648237935,,POINT (145.0634926 -37.8318772),doctors,,Riversdale Medical,,,,
1649965200,,POINT (144.9383 -37.841692),hairdresser,,Red Peacock,,,,hairdresser
1649977274,,POINT (144.940442 -37.840753),,,Lacquer,,,,clothes
1653668466,,POINT (144.9055513 -37.8675805),post_box,,,,,,
1653668470,,POINT (144.905385 -37.8676779),telephone,,,,,,
1653675102,,POINT (144.9070319 -37.8679828),shelter,,,,,,
1653675104,,POINT (144.9050217 -37.867589),toilets,,,,,,
1653675106,,POINT (144.9052348 -37.8670723),,,Rotary Park Playground,,,,
1653905075,,POINT (145.1219312 -38.044224),,,Chelbara Store,,,,convenience
1653907369,,POINT (144.9676037 -37.8130218),pub,,The Carlton,,,,
1654391983,,POINT (145.0934102 -37.8359755),,,,,,,charity
1654394986,,POINT (145.091468 -37.83513),post_box,,,,,,
1654398102,,POINT (145.0910713 -37.8426416),,,,,,,
1655256092,,POINT (144.9791231 -37.8178712),school,,Woodland Education | Jolimont,,,,
1655266099,,POINT (145.2882262 -37.8058543),kindergarten,,Woodland Education | Croydon,,,,
1657067348,,POINT (145.0393294 -37.7999468),,,,,,,
1657117167,,POINT (145.0315158 -37.8067877),restaurant,,QPO,,,,
1657117187,,POINT (145.030968 -37.8057616),,,Woolworth's,,,,supermarket
