osmid,geometry,created_by,man_made,name,leisure,amenity,addr:street,addr:housenumber
357568100,POINT (-73.9348597 40.5776052),,,Kingsborough Community College,,school,,
357568112,POINT (-73.9415265 40.6581592),,,Kingston Avenue Hospital,,hospital,,
357568197,POINT (-73.8043004 40.7448244),,,Kissena Park,park,,,
357568300,POINT (-73.898192 40.6917697),,,Knollwood Park Cemetery,,grave_yard,,
357568384,POINT (-74.1426429 40.5823268),,,La Tourette Park,park,,,
357568436,POINT (-73.98625 40.5934382),,,Lafayette High School,,school,,
357568755,POINT (-73.8534681 40.8817664),,,Lavelle School for the Blind,,school,,
357568763,POINT (-73.9056922 40.7773236),,,Lawrence Cemetery,,grave_yard,,
357568854,POINT (-73.8293011 40.7676017),,,Leavitts Park,park,,,
357568901,POINT (-74.200144 40.5156613),,,Lemon Creek Park,park,,,
357568917,POINT (-73.9616613 40.7732745),,,Lenox Hill Hospital,,hospital,,
357569003,POINT (-73.7842999 40.702603),,,Detective Keith L Williams Park,park,,,
357569063,POINT (-73.9098589 40.8070453),,,Lincoln Hospital,,hospital,,
357569118,POINT (-73.8893029 40.6634369),,,Linden General Hospital (historical),,hospital,,
357569120,POINT (-73.9129147 40.7106582),,,Linden Hill Cemetery,,grave_yard,,
357569123,POINT (-73.8620799 40.7487131),,,Park of the Americas,park,,,
357569137,POINT (-73.890414 40.6676035),,,Doctor Martin Luther King Junior Park,park,,,
357569417,POINT (-73.7379097 40.7067695),,,Little Sisters of the Poor Convent,,place_of_worship,,
357569579,POINT (-73.70861 40.7543388),,,Long Island Jewish Medical Center,,hospital,,
357569585,POINT (-73.981395 40.6900855),,,Long Island University Brooklyn Campus,,school,,
357569731,POINT (-73.9070812 40.6753811),,,Loreto School,,school,,
357569920,POINT (-73.8876362 40.7123248),,,Lutheran Cemetery,,grave_yard,,
357569927,POINT (-74.0204966 40.6468783),,,Lutheran Medical Center,,hospital,,
357570012,POINT (-74.1001418 40.5867714),,,MacArthur Park,park,,,
357570032,POINT (-73.886525 40.6937141),,,Machpelah Cemetery,,grave_yard,,
357570052,POINT (-73.9476379 40.6098268),,,James Madison High School,,school,,
357570088,POINT (-73.9983651 40.6394217),,,Maimonides Medical Center,,hospital,,
357570175,POINT (-73.9431932 40.5764941),,,Manhattan Beach Park,park,,,
357570178,POINT (-73.9015249 40.8895439),,,Manhattan College,,school,,
357570188,POINT (-73.9305453 40.7882743),,,Manhattan Psychiatric Center,,hospital,,
357570252,POINT (-73.8234677 40.7092695),,,Maple Grove Cemetery,,grave_yard,,
357570523,POINT (-73.7284649 40.7564908),,,Marathon School,,school,,
357570573,POINT (-73.83333 40.58),,,Stella Maris High School,,school,,
357570639,POINT (-73.802356 40.7548242),,,Martin Field,park,,,
357570666,POINT (-73.7390208 40.7339913),,,Martin Van Buren High School,,school,,
357570761,POINT (-73.9120812 40.7792681),,,Saint John's Preparatory School,,school,,
357570803,POINT (-73.9046859 40.7274493),,,Frank Principe Park,park,,,
357570806,POINT (-73.8948586 40.6623258),,,Intermediate School 311,,school,,
357570809,POINT (-73.8959698 40.6737145),,,William H Maxwell High School,,school,,
357570829,POINT (-73.9418043 40.6392707),,,Catherine McAuley High School,,school,,
357570836,POINT (-73.964305 40.7137136),,,McCaddin School,,school,,
357570841,POINT (-73.9520825 40.7212135),,,McCarren Park,park,,,
357570901,POINT (-73.943749 40.7245467),,,Monsignor McGolrick Park,park,,,
357570925,POINT (-74.0790303 40.6428814),,,Ralph McKee High School,,school,,
357570943,POINT (-73.9362487 40.7056583),,,Ramirez Playground,park,,,
357571224,POINT (-73.8168007 40.7751016),,,Memorial Field of Flushing,park,,,
357571258,POINT (-73.9259706 40.6939918),,,Menorah Home and Hospital Bushwick Avenue Division,,hospital,,
357571389,POINT (-73.9448133 40.7849033),,,Metropolitan Hospital Center,,hospital,,
357571510,POINT (-73.9520824 40.6328819),,,Midwood High School,,school,,
357571512,POINT (-73.9734719 40.6323263),,,Midwood High School Annex (historical),,school,,
357571621,POINT (-74.0993083 40.5684384),,,Miller Field,park,,,
357571780,POINT (-73.7576325 40.7192694),,,Moarnamion School,,school,,
357571821,POINT (-73.82056 40.71111),,,Archbishop Molloy High School,,school,,
357571885,POINT (-73.878469 40.8317672),,,Monroe High School,,school,,
357571902,POINT (-74.1251424 40.5678828),,,Monsignor Farrell High School,,school,,
357571906,POINT (-73.7415209 40.6856588),,,Montefiore Cemetery,,grave_yard,,
357571909,POINT (-73.8800424 40.8801056),,,Montefiore Medical Center West Campus Moses Division Hospital,,hospital,,
357572026,POINT (-74.1170866 40.5823269),,,Moravian Cemetery,,grave_yard,,
357572100,POINT (-73.90417 40.82694),,,Morris High School (historical),,school,,
357572123,POINT (-73.9190256 40.8362115),,,Morrisania Hospital (historical),,hospital,,
357572242,POINT (-73.9376373 40.8359337),,,Mother Cabrini Memorial Hospital,,hospital,,
357572255,POINT (-73.75889 40.59972),,,Public School 215,,school,,
357572301,POINT (-73.8806915 40.6948252),,,Mount Carmel Cemetery,,grave_yard,,
357572323,POINT (-73.9529158 40.7162135),,,Northside Catholic School at Mount Carmel,,school,,
357572330,POINT (-73.8890247 40.8584334),,,Mount Carmel School,,school,,
357572431,POINT (-73.8920808 40.6912141),,,Mount Judah Cemetery,,grave_yard,,
357572456,POINT (-73.8840249 40.6959362),,,Mount Nebon Cemetery,,grave_yard,,
357572551,POINT (-74.143754 40.5681605),,,Mount Richmond Cemetery,,grave_yard,,
357572577,POINT (-73.8425 40.89833),,,Mount Saint Michael Academy,,school,,
357572587,POINT (-73.953714 40.7897367),,,Mount Sinai Medical Center,,hospital,,
357572630,POINT (-73.907359 40.7314911),,,Mount Zion Cemetery,,grave_yard,,
357572670,POINT (-73.89556 40.75806),,,Monsignor McClancy Memorial High School,,school,,
357572713,POINT (-73.92385 40.8333619),,,Mullayly Park,park,,,
357572771,POINT (-73.9740275 40.7301021),,,Murphy Park,park,,,
357572893,POINT (-73.8823583 40.6873253),,,National Cemetery,,grave_yard,,
357572904,POINT (-73.83194 40.88861),,,Nativity of Our Blessed Lady School,,school,,
357572937,POINT (-73.9220816 40.6434372),,,Nazareth Regional High School,,school,,
357573121,POINT (-73.9140258 40.7351021),,,New Calary Cemetery,,grave_yard,,
357573157,POINT (-74.106965 40.5698981),,,New Dorp High School,,school,,
357573219,POINT (-74.1715325 40.5964931),,,New Springville Park,park,,,
357573222,POINT (-73.8873584 40.6953808),,,New Union Field Cemetery,,grave_yard,,
357573242,POINT (-73.9595827 40.6984361),,,New York Community College of Applied Arts and Sciences,,school,,
357573246,POINT (-73.9550117 40.7643775),,,New York Presbyterian Hospital,,hospital,,
357573257,POINT (-73.9509712 40.7937121),,,New York Medical College (historical),,school,,
357573267,POINT (-73.9906947 40.7639904),,,High School of Graphic Communication Arts,,school,,
357573281,POINT (-73.9959727 40.7287132),,,New York University,,school,,
357573285,POINT (-73.9126365 40.8573222),,,New York University University Heights Campus (historical),,school,,
357573291,POINT (-73.9176367 40.8628777),,,New York University College of Engineering,,school,,
357573408,POINT (-73.8740247 40.7409354),,,Newtown High School,,school,,
357574570,POINT (-74.0911136 40.6213917),,,Saint John's University Staten Island Campus,,university,,
357575017,POINT (-74.138476 40.5606607),,,Ocean View Cemetery,,grave_yard,,
357575194,POINT (-73.9001361 40.8742665),,,Old Fort Park,park,,,
357575307,POINT (-73.74791 40.68677),,,Old Springfield Cemetery,,grave_yard,,
357575336,POINT (-73.86028 40.88056),,,Public School 113,,school,,
357575558,POINT (-73.94486 40.6676034),,,Orthopedic Hospital,,hospital,,
357575663,POINT (-73.7126312 40.7453797),,,Our Lady of the Snows School,,school,,
357575697,POINT (-73.8887473 40.7614906),,,Our Lady of Fatima School,,school,,
357575714,POINT (-74.0859749 40.6312149),,,Our Lady of Good Counsel School,,school,,
357575721,POINT (-73.9679161 40.5931605),,,Our Lady of Grace School,,school,,
357575725,POINT (-73.8329124 40.6614925),,,Our Lady of Grace School,,school,,
357575731,POINT (-73.8551348 40.8862107),,,Our Lady of Grace School,,school,,
357575734,POINT (-74.0016419 40.6184737),,,Our Lady of Guadalupe School,,school,,
357575737,POINT (-73.8870806 40.7212136),,,Our Lady of Hope School,,school,,
357575749,POINT (-73.9065256 40.6809365),,,Our Lady of Lourdes School,,school,,
357575756,POINT (-73.7370763 40.7231581),,,Our Lady of Lourdes School,,school,,
357575789,POINT (-73.9340262 40.7948233),,,Our Lady of Mount Carmel School,,school,,
357575794,POINT (-73.9854167 40.6764921),,,Our Lady of Peace School,,school,,
357575800,POINT (-74.0140285 40.638715),,,Our Lady of Perpetual Help School,,school,,
357575814,POINT (-73.8634688 40.7542686),,,Our Lady of Sorrows School,,school,,
357575832,POINT (-74.1909772 40.5334387),,,Our Lady Star of the Sea School,,school,,
357575912,POINT (-74.0320846 40.6403816),,,Owls Head Park,park,,,
357575966,POINT (-73.9376376 40.6378818),,,Paerdegat Park,park,,,
357576178,POINT (-73.9762498 40.7853789),,,Park West Hospital,,hospital,,
357576196,POINT (-73.8579131 40.7228803),,,Parker High School,,school,,
357576232,POINT (-73.8381664 40.7236927),,,Parkway Hospital,,hospital,,
357576242,POINT (-73.7770775 40.7214915),,,Parkway School,,school,,
357576248,POINT (-73.8584682 40.8742665),,,Parkway School,,school,,
357576271,POINT (-73.824301 40.7656574),,,Parsons Hospital (historical),,hospital,,
357576312,POINT (-73.73472 40.7625),,,Middle School 67,,school,,
357576523,POINT (-73.8079112 40.8656557),,,Pelham Bay Park,park,,,
357576741,POINT (-73.95167 40.68944),,,Brooklyn College of Pharmacy,,school,,
357576745,POINT (-73.9812499 40.7753791),,,Pharmacy College,,school,,
357576816,POINT (-73.8925097 40.7524762),,,Physicians Hospital (historical),,hospital,,
357576952,POINT (-73.86917 40.75583),,,Public School 92,,school,,
357577581,POINT (-73.8940248 40.8648221),,,Poe Park,park,,,
357577677,POINT (-73.9876391 40.7634348),,,Polyclinic Hospital (historical),,hospital,,
357577684,POINT (-74.02514 40.6123266),,,Poly Prep Country Day School,,school,,
357577730,POINT (-73.81389 40.81528),,,Monastery of Saint Clare,,place_of_worship,,
357577914,POINT (-73.7701325 40.8581559),,,Potters Field,,grave_yard,,
357577991,POINT (-74.1176424 40.6281594),,,Intermediate School 27,,school,,
357578018,POINT (-73.9629113 40.6919223),,,Pratt Institute,,school,,
357578052,POINT (-73.8198563 40.8137121),,,Preston High School,,school,,
357578093,POINT (-74.1973602 40.5209513),,,Princes Bay Church,,place_of_worship,,
357578287,POINT (-74.2437561 40.5089946),,,Public School 1,,school,,
357578297,POINT (-74.0112508 40.6489926),,,Public School 1,,school,,
357578300,POINT (-73.9973616 40.7126025),,,Public School 1,,school,,
357578304,POINT (-74.1265313 40.5759381),,,Public School 10,,school,,
357578310,POINT (-73.9856945 40.6609368),,,Public School 10,,school,,
357578315,POINT (-73.9531934 40.8039898),,,Public School 10,,school,,
357578317,POINT (-73.9073587 40.8234339),,,Public School 10,,school,,
357578321,POINT (-73.970694 40.5773274),,,Public School 100,,school,,
357578325,POINT (-73.82222 40.67972),,,Public School 100,,school,,
357578327,POINT (-73.9920457 40.5971117),,,Public School 101,,school,,
357578330,POINT (-73.8435547 40.715597),,,Public School 101,,school,,
357578334,POINT (-74.0290289 40.6342707),,,Public School 102,,school,,
357578337,POINT (-73.8779137 40.7331579),,,Public School 102,,school,,
357578340,POINT (-73.9379152 40.7948232),,,Public School 102,,school,,
357578343,POINT (-73.86667 40.83806),,,Public School 102,,school,,
357578346,POINT (-73.9923613 40.6309375),,,Public School 103,,school,,
357578349,POINT (-73.9426376 40.8020453),,,Public School 103,,school,,
357578352,POINT (-73.86222 40.89194),,,Public School 103,,school,,
357578355,POINT (-73.7651328 40.6078824),,,Public School 104,,school,,
357578359,POINT (-74.0288889 40.6177778),,,Public School 104,,school,,
357578362,POINT (-73.9204145 40.8434336),,,Public School 104,,school,,
357578365,POINT (-73.78194 40.59583),,,Public School 105,,school,,
357578368,POINT (-74.0034727 40.6331597),,,Public School 105,,school,,
357578371,POINT (-73.86694 40.85278),,,Public School 105,,school,,
357578374,POINT (-73.7670772 40.5945492),,,Public School 106,,school,,
357578377,POINT (-73.9093034 40.6937141),,,Public School 106,,school,,
357578380,POINT (-73.9665271 40.798712),,,Public School 106,,school,,
357578383,POINT (-73.98125 40.6631591),,,Public School 107,,school,,
357578386,POINT (-73.8 40.75556),,,Public School 107,,school,,
357578390,POINT (-73.9465266 40.7920455),,,Public School 107 (historical),,school,,
357578393,POINT (-73.8687465 40.8189897),,,Public School 107,,school,,
357578396,POINT (-73.8312457 40.67927),,,Public School 108,,school,,
357578402,POINT (-73.8845805 40.6812143),,,Public School 108,,school,,
357578407,POINT (-73.9477778 40.795),,,Public School 108,,school,,
357578411,POINT (-73.8531904 40.8548224),,,Public School 108,,school,,
357578414,POINT (-73.7467988 40.7203805),,,Public School 109,,school,,
357578421,POINT (-73.9656939 40.6853809),,,Public School 11,,school,,
357578424,POINT (-74.0004172 40.7442685),,,Public School 11,,school,,
357578428,POINT (-73.90972 40.74556),,,Public School 11,,school,,
357578431,POINT (-73.92611 40.83944),,,Public School 11,,school,,
357578442,POINT (-73.7695773 40.6823255),,,Public School 110,,school,,
357578445,POINT (-73.9799342 40.7153223),,,Public School 110,,school,,
357578449,POINT (-73.94236 40.7239912),,,Public School 110,,school,,
357578452,POINT (-73.90111 40.835),,,Public School 110,,school,,
357578455,POINT (-73.9698607 40.6764921),,,Public School 111,,school,,
357578458,POINT (-73.93972 40.75833),,,Public School 111,,school,,
357578462,POINT (-73.9898613 40.7659347),,,Public School 111,,school,,
357578465,POINT (-73.84 40.88417),,,Public School 111,,school,,
357578468,POINT (-73.93444 40.75722),,,Public School 112,,school,,
357578472,POINT (-73.84444 40.88472),,,Public School 112,,school,,
357578476,POINT (-73.907359 40.6856587),,,Public School 113,,school,,
357578479,POINT (-73.86194 40.70528),,,Public School 113,,school,,
357578482,POINT (-73.9554662 40.8017119),,,Public School 113 (historical),,school,,
357578486,POINT (-73.85472 40.5775),,,Public School 114,,school,,
357578489,POINT (-73.9079146 40.642604),,,Public School 114,,school,,
357578492,POINT (-73.92361 40.83472),,,Public School 114,,school,,
357578496,POINT (-73.8976365 40.6348263),,,Public School 115,,school,,
357578499,POINT (-73.9168037 40.6978807),,,Public School 116,,school,,
357578502,POINT (-73.78222 40.70083),,,Public School 116,,school,,
357578505,POINT (-73.977754 40.7445618),,,Public School 116,,school,,
357578508,POINT (-73.9587493 40.6923251),,,Intermediate School 117,,school,,
357578511,POINT (-73.81389 40.71028),,,Public School 117,,school,,
357578514,POINT (-73.9418042 40.7926011),,,Junior High School 117,,school,,
357578516,POINT (-74.0181953 40.6414928),,,Public School 118,,school,,
357578519,POINT (-73.76583 40.70333),,,Public School 118,,school,,
357578522,POINT (-73.9384709 40.6259376),,,Public School 119,,school,,
357578525,POINT (-73.8754136 40.704825),,,Public School 119,,school,,
357578528,POINT (-73.9462488 40.8151007),,,Public School 119,,school,,
357578531,POINT (-73.8570795 40.8284339),,,Public School 119,,school,,
357578538,POINT (-73.8529127 40.8298228),,,Public School 119,,school,,
357578541,POINT (-74.0867946 40.6108161),,,Public School 12,,school,,
357578548,POINT (-73.89361 40.74222),,,Public School 12,,school,,
357578560,POINT (-73.9379154 40.7006584),,,Public School 120,,school,,
357578563,POINT (-73.8290234 40.7453799),,,Public School 120,,school,,
357578566,POINT (-73.978472 40.6228821),,,Public School 121,,school,,
357578568,POINT (-73.8156897 40.6837143),,,Public School 121,,school,,
357578572,POINT (-73.9445821 40.7884344),,,Public School 38,,school,,
357578575,POINT (-73.85139 40.86722),,,Public School 121,,school,,
357578578,POINT (-73.9526381 40.7048249),,,Public School 122,,school,,
357578582,POINT (-73.91611 40.78),,,Public School 122,,school,,
357578585,POINT (-73.7954113 40.6787145),,,Public School 123,,school,,
357578588,POINT (-73.9226372 40.7039916),,,Public School 123,,school,,
357578592,POINT (-73.9443042 40.8201006),,,Public School 123,,school,,
357578595,POINT (-73.811342 40.6654753),,,Public School 124,,school,,
357578598,POINT (-73.9906946 40.6673256),,,Public School 124,,school,,
357578602,POINT (-73.9045809 40.8201007),,,Public School 124,,school,,
357578605,POINT (-73.907359 40.6653813),,,Public School 125,,school,,
357578608,POINT (-73.9559713 40.8106563),,,Public School 125,,school,,
357578612,POINT (-74.0187509 40.6234375),,,Public School 127,,school,,
357578616,POINT (-73.87194 40.765),,,Public School 127,,school,,
