osmid,source,geometry,created_by,highway,amenity,education,ele,gnis:county_id,gnis:created
354117010,,POINT (-87.6386598 41.723923),,,school,,182,031,01/15/1980
354117038,,POINT (-87.6883876 41.8714215),,,school,,181,031,01/15/1980
354117114,,POINT (-87.738947 41.944754),,,,,186,031,01/15/1980
354117168,,POINT (-87.6683904 42.0041983),,,school,,181,031,09/30/1999
354117489,,POINT (-87.6469939 41.7503117),,,school,,181,031,01/15/1980
354117497,,POINT (-87.7164443 41.8758656),,,school,,183,031,09/30/1999
354117538,,POINT (-87.7542243 41.9069762),,,school,,186,031,09/30/1999
354117703,,POINT (-87.6600512 41.7972556),,,school,,182,031,09/30/1999
354118664,,POINT (-87.7964487 41.9322535),,,school,,196,031,09/30/1999
354118830,,POINT (-87.6833879 41.8916992),,,school,,183,031,09/30/1999
354118837,,POINT (-87.6158834 41.8142004),,,school,,183,031,09/30/1999
354118985,,POINT (-87.6917244 41.9939206),,,school,,181,031,01/15/1980
354119220,,POINT (-87.6589419 41.8630885),,,school,,181,031,09/30/1999
354119589,,POINT (-87.6728304 41.8297552),,,school,,182,031,01/15/1980
354119799,,POINT (-87.6461612 41.7728115),,,school,,182,031,01/15/1980
354119806,,POINT (-87.7842255 41.9125315),,,school,,197,031,01/15/1980
354119813,,POINT (-87.7103338 41.9066989),,,school,,183,031,09/30/1999
354119860,,POINT (-87.7770036 41.9341982),,,school,,190,031,01/15/1980
354119876,,POINT (-87.5744913 41.7486458),,,school,,181,031,01/15/1980
354120098,,POINT (-87.6686672 41.9664209),,,school,,184,031,01/15/1980
354120269,,POINT (-87.5900478 41.7600344),,,school,,181,031,09/30/1999
354120324,,POINT (-87.6719957 41.7819778),,,school,,183,031,09/30/1999
354120465,,POINT (-87.6992213 41.8705881),,,school,,182,031,01/15/1980
354120491,,POINT (-87.6400535 41.9080882),,,school,,181,031,09/30/1999
354120731,,POINT (-87.6194912 41.6669789),,,,,183,031,01/15/1980
354120744,,POINT (-87.7022788 41.9403098),,,school,,182,031,09/30/1999
354120843,,POINT (-87.6833868 41.8489217),,,school,,182,031,01/15/1980
354120937,,POINT (-87.718109 41.8011439),,,school,,183,031,01/15/1980
354120955,,POINT (-87.7056081 41.7847552),,,school,,185,031,01/15/1980
354120966,,POINT (-87.6200483 41.7389231),,,school,,179,031,01/15/1980
354121168,,POINT (-87.6481041 41.7022563),,,school,,187,031,09/30/1999
354121467,,POINT (-87.6551103 41.9979423),,,school,,182,031,01/15/1980
354121609,,POINT (-87.6419958 41.8264222),,,school,,182,031,01/15/1980
354121613,,POINT (-87.6911627 41.7694777),,,school,,184,031,01/15/1980
354121636,,POINT (-87.6383807 41.6647565),,,school,,184,031,01/15/1980
354121639,,POINT (-87.7472791 41.8919764),,,school,,185,031,09/30/1999
354122012,,POINT (-87.7464472 41.9441984),,,school,,187,031,01/15/1980
354122022,,POINT (-87.7129618 41.7510575),,,school,,189,031,01/15/1980
354122133,,POINT (-87.621173 41.8468898),,,hospital,,181,031,01/15/1980
354122193,,POINT (-87.706443 41.8416993),,,school,,182,031,09/30/1999
354122227,,POINT (-87.7817264 41.9469757),,,school,,190,031,01/15/1980
354122256,,POINT (-87.609066 41.7753523),,,school,,181,031,09/30/1999
354122432,,POINT (-87.6408848 41.8300333),,,school,,182,031,09/30/1999
354122496,,POINT (-87.6198294 41.827043),,,school,,182,031,09/30/1999
354122591,,POINT (-87.6781097 41.8791993),,,school,,180,031,09/30/1999
354122787,,POINT (-87.5894915 41.7328124),,,school,,178,031,09/30/1999
354122797,,POINT (-87.5531011 41.7167017),,,school,,178,031,09/30/1999
354123014,,POINT (-87.7069995 41.8789213),,,school,,182,031,09/30/1999
354123186,,POINT (-87.6925517 41.7708665),,,school,,184,031,01/15/1980
354123217,,POINT (-87.7395008 41.883921),,,school,,185,031,09/30/1999
354123247,,POINT (-87.6978298 41.7741999),,,school,,185,031,09/30/1999
354123320,,POINT (-87.6908887 41.9111434),,,,,182,031,01/15/1980
354123410,,POINT (-87.759777 41.7994768),,,school,,182,031,09/30/1999
354123638,,POINT (-87.7500565 41.8736432),,,school,,183,031,09/30/1999
354123791,,POINT (-87.7303331 41.8558656),,,school,,183,031,01/15/1980
354124385,,POINT (-87.6082424 41.8218501),,,school,,183,031,01/15/1980
354124826,,POINT (-87.6292196 41.9003106),,,school,,180,031,09/30/1999
354125021,,POINT (-87.6896431 41.7982374),,,school,,182,031,09/30/1999
354125037,,POINT (-87.7311682 41.9194763),,,school,,184,031,09/30/1999
354125046,,POINT (-87.7297789 41.9058653),,,school,,184,031,09/30/1999
354125232,,POINT (-87.7093414 41.975011),Potlatch 0.10f,,school,,178,031,09/30/1999
354125469,,POINT (-87.6195677 41.89624),,,school,,180,031,01/15/1980
354125622,,POINT (-87.7703368 41.9358648),,,school,,189,031,01/15/1980
354125894,,POINT (-87.6756068 41.7744778),,,school,,184,031,09/30/1999
354126024,,POINT (-87.6475547 41.9403101),,,school,,181,031,01/15/1980
354126171,,POINT (-87.661165 41.8953104),,,school,,180,031,09/30/1999
354126504,,POINT (-87.6878297 41.7839221),,,school,,184,031,09/30/1999
354126746,,POINT (-87.6964446 41.91281),,,school,,183,031,09/30/1999
354126776,,POINT (-87.7081111 41.8925323),,,school,,184,031,09/30/1999
354126783,,POINT (-87.7047775 41.8894767),,,school,,185,031,01/15/1980
354126808,,POINT (-87.6267166 41.7903116),,,school,,183,031,01/15/1980
354127015,,POINT (-87.6653267 41.6922561),,,school,,189,031,01/15/1980
354127289,,POINT (-87.6461607 41.7547561),,,school,,182,031,01/15/1980
354127642,,POINT (-87.665054 41.8916993),,,school,,181,031,09/30/1999
354127658,,POINT (-87.7270007 41.8941988),,,school,,185,031,09/30/1999
354127935,,POINT (-87.5925471 41.7264235),,,school,,180,031,01/15/1980
354127951,,POINT (-87.5458789 41.7305907),,,school,,180,031,01/15/1980
354127974,,POINT (-87.7522769 41.8053102),,,school,,181,031,01/15/1980
354128001,,POINT (-87.5669904 41.7155905),,,school,,179,031,01/15/1980
354128019,,POINT (-87.757837 41.9619759),,,school,,187,031,01/15/1980
354128141,,POINT (-87.8123847 41.9784541),Potlatch 0.10f,,school,,200,031,09/30/1999
354128251,,POINT (-87.6236607 41.7847561),,,school,,183,031,09/30/1999
354128326,,POINT (-87.6314367 41.6980899),,,school,,184,031,01/15/1980
354128363,,POINT (-87.6864398 41.7478113),,,school,,188,031,01/15/1980
354128491,,POINT (-87.6964473 42.0153089),,,school,,186,031,09/30/1999
354128581,,POINT (-87.6251612 41.8761445),,,school,,180,031,01/15/1980
354128729,,POINT (-87.7169991 41.8511436),,,school,,182,031,09/30/1999
354129035,,POINT (-87.8017284 41.9916976),,,school,,197,031,01/15/1980
354129099,,POINT (-87.6203279 41.8055893),,,school,,183,031,09/30/1999
354129171,,POINT (-87.6558914 41.9962073),,,place_of_worship,,182,031,01/15/1980
354129183,,POINT (-87.6703331 41.9319766),,,school,,182,031,01/15/1980
354129192,,POINT (-87.6861663 41.9089212),,,school,,182,031,01/15/1980
354129249,,POINT (-87.5861581 41.7300346),,,school,,178,031,01/15/1980
354129255,,POINT (-87.6917198 41.823644),,,school,,182,031,01/15/1980
354129267,,POINT (-87.6297723 41.7936448),,,school,,181,031,01/15/1980
354129326,,POINT (-87.6908848 41.7650333),,,school,,185,031,01/15/1980
354129373,,POINT (-87.5525456 41.7211461),,,school,,179,031,01/15/1980
354129517,,POINT (-87.7019997 41.8911434),,,,,185,031,01/15/1980
354129553,,POINT (-87.7189448 41.89281),,,school,,184,031,09/30/1999
354129619,,POINT (-87.6394933 41.735034),,,school,,183,031,09/30/1999
354129976,,POINT (-87.6397759 41.9166993),,,hospital,,182,031,09/30/1999
354130098,,POINT (-87.6720001 41.9472543),,,school,,183,031,01/15/1980
354130275,,POINT (-87.6808869 41.8569771),,,school,,185,031,01/15/1980
354130360,,POINT (-87.6711635 41.8269774),,,school,,181,031,01/15/1980
354130371,,POINT (-87.7700581 41.9044761),,,school,,188,031,01/15/1980
354130780,,POINT (-87.6078257 41.7408677),,,school,,180,031,09/30/1999
354130840,,POINT (-87.7636681 41.8725319),,,school,,188,031,01/15/1980
354130946,,POINT (-87.606436 41.7022567),,,school,,182,031,09/30/1999
354131075,,POINT (-87.7031709 41.8559635),,,school,,181,031,09/30/1999
354131407,,POINT (-87.695053 41.8153107),,,school,,182,031,01/15/1980
354131600,,POINT (-87.80145 41.9708643),,,school,,197,031,01/15/1980
354131774,,POINT (-87.6383872 41.9230881),,,school,,183,031,09/30/1999
354131797,,POINT (-87.6111598 41.7667008),,,school,,183,031,09/30/1999
354131813,,POINT (-87.6325496 41.7708672),,,school,,183,031,09/30/1999
354132001,,POINT (-87.6197727 41.8244779),,,school,,183,031,09/30/1999
354132094,,POINT (-87.6780251 41.9598132),,,school,,182,031,09/30/1999
354132276,,POINT (-87.6831092 41.8530883),,,school,,182,031,09/30/1999
354132353,,POINT (-87.6644986 41.9000325),,,school,,181,031,09/30/1999
354132382,,POINT (-87.7217218 41.8583657),,,school,,183,031,09/30/1999
354132406,,POINT (-87.7192198 41.7880884),,,school,,185,031,09/30/1999
354132423,,POINT (-87.683773 41.9187885),,,school,,181,031,09/30/1999
354132438,,POINT (-87.608658 41.6886456),,,school,,179,031,09/30/1999
354132467,,POINT (-87.6944986 41.8622548),,,hospital,,181,031,01/15/1980
354132476,,POINT (-87.6144942 41.8025338),,,hospital,,183,031,09/30/1999
354132590,,POINT (-87.719224 41.9416986),,,school,,184,031,09/30/1999
354132797,,POINT (-87.7728377 41.9658646),,,school,,189,031,09/30/1999
354132882,,POINT (-87.7150554 41.879199),,,school,,183,031,09/30/1999
354133473,,POINT (-87.7683924 41.9425315),,,school,,189,031,09/30/1999
354133588,,POINT (-87.7520011 41.8769764),,,school,,185,031,01/15/1980
354133602,,POINT (-87.8139509 41.9875308),,,hospital,,201,031,01/15/1980
354133644,,POINT (-87.5997704 41.7644787),,,school,,181,031,09/30/1999
354133973,,POINT (-87.6856105 41.8989213),,,school,,183,031,01/15/1980
354134022,,POINT (-87.6822796 41.9964206),,,school,,186,031,01/15/1980
354134034,,POINT (-87.698391 41.9836428),,,school,,182,031,09/30/1999
354134045,,POINT (-87.6714456 41.9833651),,,school,,183,031,01/15/1980
354134266,,POINT (-87.7228333 41.871699),,,school,,184,031,01/15/1980
354134289,,POINT (-87.6692325 41.929025),,,school,,182,031,09/30/1999
354134885,,POINT (-87.6678285 41.7672557),,,school,,184,031,09/30/1999
354135064,,POINT (-87.6847731 41.7525335),,,school,,186,031,01/15/1980
354135573,,POINT (-87.6519966 41.8422553),,,school,,182,031,01/15/1980
354135595,,POINT (-87.6690027 41.7096864),,,school,,193,031,01/15/1980
354135605,,POINT (-87.6169915 41.6844788),,,school,,181,031,01/15/1980
354135619,,POINT (-87.5731029 41.7647568),,,school,,179,031,01/15/1980
354135631,,POINT (-87.6617182 41.8028111),,,school,,182,031,01/15/1980
354135672,,POINT (-87.697827 41.8552602),,,hospital,,182,031,01/15/1980
354135683,,POINT (-87.6400518 41.842811),,,school,,182,031,09/30/1999
354135844,,POINT (-87.7731108 41.7978101),,,school,,181,031,01/15/1980
354135865,,POINT (-87.7764477 41.9216982),,,school,,190,031,01/15/1980
354135871,,POINT (-87.6064366 41.7300344),,,school,,181,031,01/15/1980
354135957,,POINT (-87.6567179 41.800589),,,school,,182,031,01/15/1980
354136010,,POINT (-87.7517257 41.9600316),,,school,,188,031,01/15/1980
354136269,,POINT (-87.6992231 41.9372542),,,school,,182,031,09/30/1999
354136304,,POINT (-87.7372807 41.963365),,,school,,185,031,01/15/1980
354136321,,POINT (-87.6128262 41.7536454),,,school,,179,031,01/15/1980
354136345,,POINT (-87.6853329 41.9078101),,,hospital,,182,031,01/15/1980
354136362,,POINT (-87.5362623 41.7215698),,,school,,180,031,01/15/1980
354136384,,POINT (-87.7036638 41.7930886),,,school,,184,031,01/15/1980
354136389,,POINT (-87.826451 41.9747529),,,school,,198,031,01/15/1980
354136404,,POINT (-87.5872695 41.7428124),,,school,,179,031,01/15/1980
354136426,,POINT (-87.6494963 41.8355888),,,school,,181,031,01/15/1980
354136438,,POINT (-87.534767 41.7105908),,,school,,180,031,01/15/1980
354136445,,POINT (-87.7745036 41.9375315),,,school,,189,031,01/15/1980
354136597,,POINT (-87.7783934 41.9653091),,,school,,189,031,01/15/1980
354136611,,POINT (-87.6408843 41.8122556),,,school,,182,031,09/30/1999
354136668,,POINT (-87.6831107 41.9075323),,,school,,182,031,09/30/1999
354136775,,POINT (-87.7503363 41.9464206),,,school,,187,031,01/15/1980
354136801,,POINT (-87.6700515 41.7939222),,,school,,182,031,01/15/1980
354136836,,POINT (-87.684223 41.9530876),,,school,,181,031,01/15/1980
354136875,,POINT (-87.6339386 41.7750338),,,school,,183,031,01/15/1980
354136882,,POINT (-87.5614351 41.7369793),,,school,,178,031,01/15/1980
354136913,,POINT (-87.6706109 41.9319766),,,school,,182,031,01/15/1980
354136976,,POINT (-87.6550504 41.771978),,,school,,181,031,09/30/1999
354136999,,POINT (-87.5531019 41.7550349),,,school,,179,031,01/15/1980
354137015,,POINT (-87.7556101 41.7936436),,,school,,184,031,01/15/1980
354137066,,POINT (-87.7019986 41.8505882),,,school,,183,031,01/15/1980
354137072,,POINT (-87.6895506 41.7713396),,,place_of_worship,,184,031,01/15/1980
354137162,,POINT (-87.6469987 41.9283657),,,school,,183,031,01/15/1980
354137172,,POINT (-87.6692546 41.8912841),,,school,,182,031,01/15/1980
354137200,,POINT (-87.6656054 41.734756),,,school,,186,031,01/15/1980
354137237,,POINT (-87.6444961 41.8358665),,,school,,182,031,01/15/1980
354137246,,POINT (-87.7876802 41.7949536),,,school,,185,031,01/15/1980
354137249,,POINT (-87.7639488 41.9761425),,,school,,187,031,01/15/1980
354137254,,POINT (-87.6172711 41.7647563),,,school,,179,031,09/30/1999
354137402,,POINT (-87.5667129 41.7267015),,,hospital,,183,031,01/15/1980
354137677,,POINT (-87.6531084 41.8650329),,,school,,181,031,09/30/1999
354138109,,POINT (-87.7217218 41.8594768),,,school,,183,031,01/15/1980
354138113,,POINT (-87.7828379 41.9594757),,,school,,190,031,09/30/1999
354138302,,POINT (-87.5692135 41.7494792),,,hospital,,179,031,01/15/1980
354138311,,POINT (-87.579214 41.7561457),,,school,,181,031,01/15/1980
354138896,,POINT (-87.6972767 41.8678103),,,school,,182,031,01/15/1980
354138946,,POINT (-87.6503288 41.8008667),,,school,,182,031,09/30/1999
354138955,,POINT (-87.5533791 41.7311461),,,school,,180,031,09/30/1999
354138965,,POINT (-87.6408851 41.8441999),,,school,,182,031,09/30/1999
354139019,,POINT (-87.6319945 41.7905893),,,school,,181,031,09/30/1999
354139105,,POINT (-87.7656129 41.8822541),,,school,,188,031,01/15/1980
354139772,,POINT (-87.6150464 41.6542012),,,school,,180,031,01/15/1980
354139781,,POINT (-87.7328356 41.9414207),,,school,,184,031,09/30/1999
354139816,,POINT (-87.6247694 41.68059),,,school,,185,031,01/15/1980
354139852,,POINT (-87.6444228 41.905253),,,school,,179,031,09/30/1999
354139968,,POINT (-87.7995038 41.9139203),,,school,,192,031,09/30/1999
354139992,,POINT (-87.7050529 41.7975329),,,school,,183,031,09/30/1999
354140329,,POINT (-87.6181034 41.7153121),,,school,,182,031,01/15/1980
354140708,,POINT (-87.6222713 41.7669784),,,school,,179,031,01/15/1980
354140726,,POINT (-87.6900528 41.8158662),,,school,,182,031,09/30/1999
354140772,,POINT (-87.6503277 41.7586449),,,,,183,031,01/15/1980
354140923,,POINT (-87.6683852 41.8097554),,,school,,182,031,01/15/1980
354140942,,POINT (-87.6338412 41.9015813),,,school,,180,031,09/30/1999
354141162,,POINT (-87.6356055 41.7786449),,,school,,182,031,09/30/1999
354141644,,POINT (-87.6585622 41.8685679),,,school,,181,031,09/30/1999
354141902,,POINT (-87.6803335 41.93531),,,school,,180,031,09/30/1999
354141947,,POINT (-87.6847772 41.9041991),,,school,,182,031,01/15/1980
354141957,,POINT (-87.5964359 41.7172568),,,school,,183,031,09/30/1999
354141976,,POINT (-87.735058 41.9475318),,,school,,184,031,01/15/1980
354142013,,POINT (-87.6006033 41.7400344),,,school,,179,031,09/30/1999
354142032,,POINT (-87.7603363 41.9300317),,,school,,188,031,09/30/1999
354143582,,POINT (-87.7308911 41.9466985),,,school,,183,031,09/30/1999
354143801,,POINT (-87.8003376 41.9269757),,,school,,198,031,01/15/1980
354143809,,POINT (-87.552268 41.7303128),,,school,,180,031,01/15/1980
354143827,,POINT (-87.6803117 41.67976),,,school,,196,031,01/15/1980
354143855,,POINT (-87.719224 41.943643),,,school,,184,031,01/15/1980
354143873,,POINT (-87.6547712 41.9175272),,,place_of_worship,,180,031,01/15/1980
354143930,,POINT (-87.6928288 41.7453112),,,school,,189,031,01/15/1980
354143955,,POINT (-87.7528347 41.8819764),,,school,,186,031,01/15/1980
354143983,,POINT (-87.697558 41.996976),,,school,,181,031,01/15/1980
354144088,,POINT (-87.7031117 41.9203099),,,school,,182,031,01/15/1980
354144098,,POINT (-87.7714436 41.780588),,,school,,187,031,01/15/1980
354144151,,POINT (-87.7339429 41.8014215),,,school,,183,031,01/15/1980
354144168,,POINT (-87.6819959 41.7789222),,,school,,184,031,01/15/1980
354144187,,POINT (-87.6622732 41.7842002),,,school,,182,031,01/15/1980
354144216,,POINT (-87.6181026 41.6794788),,,school,,181,031,01/15/1980
354144244,,POINT (-87.6548456 41.7519607),Potlatch 0.10f,,school,,183,031,01/15/1980
354144279,,POINT (-87.691163 41.7805888),,,school,,184,031,01/15/1980
354144297,,POINT (-87.7053328 41.8769768),,,school,,182,031,01/15/1980
354144316,,POINT (-87.5739362 41.7647568),,,school,,179,031,01/15/1980
354144326,,POINT (-87.6920018 41.9833651),,,school,,183,031,09/30/1999
354144333,,POINT (-87.7045011 41.9414209),,,school,,182,031,01/15/1980
354144403,,POINT (-87.7297791 41.915032),,,place_of_worship,,185,031,01/15/1980
354144642,,POINT (-87.7706135 41.8961428),,,school,,189,031,01/15/1980
354144664,,POINT (-87.649499 41.9364212),,,school,,183,031,09/30/1999
354144673,,POINT (-87.6936029 41.800033),,,school,,182,031,09/30/1999
354145127,,POINT (-87.5506012 41.7222572),,,school,,181,031,01/15/1980
354145366,,POINT (-87.7167195 41.7800329),,,school,,184,031,01/15/1980
354145395,,POINT (-87.6403314 41.9122548),,,school,,181,031,01/15/1980
354145415,,POINT (-87.6825548 41.8969768),,,school,,183,031,01/15/1980
354145471,,POINT (-87.6239363 41.6878122),,,school,,185,031,01/15/1980
354145480,,POINT (-87.6981088 41.8205884),,,school,,182,031,01/15/1980
354145500,,POINT (-87.7808931 41.9528091),,,school,,190,031,01/15/1980
354145541,,POINT (-87.6881126 41.9708652),,,school,,182,031,01/15/1980
354145549,,POINT (-87.732556 41.8775322),,,school,,184,031,01/15/1980
354145557,,POINT (-87.6767194 41.827533),,,school,,181,031,01/15/1980
354145594,,POINT (-87.8043252 41.9741598),Potlatch 0.10f,,school,,197,031,01/15/1980
354145635,,POINT (-87.5472681 41.7461461),,,school,,180,031,01/15/1980
354145667,,POINT (-87.6136572 41.6458679),,,school,,181,031,01/15/1980
354145717,,POINT (-87.6878359 42.0144756),,,school,,187,031,01/15/1980
354145766,,POINT (-87.7031108 41.8861435),,,school,,183,031,01/15/1980
354146393,,POINT (-87.7342952 41.7759725),,,school,,186,031,01/15/1980
354146413,,POINT (-87.675052 41.8036443),,,school,,183,031,01/15/1980
354146429,,POINT (-87.7778377 41.9578091),,,school,,189,031,01/15/1980
354146543,,POINT (-87.6544934 41.7153118),,,school,,187,031,01/15/1980
354146553,,POINT (-87.6723146 41.9151561),,,place_of_worship,,181,031,01/15/1980
354146610,,POINT (-87.6900551 41.9003101),,,school,,182,031,01/15/1980
354146618,,POINT (-87.6942206 41.8497549),,,school,,183,031,01/15/1980
354146636,,POINT (-87.591159 41.7639233),,,school,,181,031,01/15/1980
354146668,,POINT (-87.6833468 41.9027137),,,hospital,,182,031,01/15/1980
354146676,,POINT (-87.6767205 41.868366),,,school,,181,031,01/15/1980
354146684,,POINT (-87.6528298 41.8355887),,,school,,180,031,09/30/1999
354146703,,POINT (-87.6219916 41.6814233),,,school,,186,031,01/15/1980
354146731,,POINT (-87.6428272 41.7528117),,,school,,183,031,01/15/1980
354146775,,POINT (-87.6694951 41.7655891),,,school,,184,031,09/30/1999
354146809,,POINT (-87.666722 41.9397544),,,school,,182,031,01/15/1980
354146828,,POINT (-87.7603366 41.941976),,,school,,188,031,01/15/1980
